stable_code,source_identity,name_en,name_ko,met_value,met_source_code,met_source_activity_code,met_source_activity_description,met_mapping_method_code,met_review_status_code,met_policy_version,mapping_rationale,source_file_path
seated_leg_raise,0689,seated leg raise,시티드 레그 레이즈,3.0,ADULT_COMPENDIUM_PDF_2024,02056,"Body weight resistance exercises (e.g., squat, lunge, push-up, crunch), general",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,반복형 맨몸 저항운동으로 원천의 일반 맨몸 저항운동과 장비와 수행 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
seated_side_crunch_wall,0691,seated side crunch (wall),벽 짚고 시티드 사이드 크런치,2.8,ADULT_COMPENDIUM_PDF_2024,02024,"Calisthenics (e.g., curl ups, abdominal crunches, plank), light effort",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,반복형 맨몸 코어 운동이며 crunch curl-up plank 계열을 명시한 원천 활동과 수행 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
side_bridge,0705,side bridge,사이드 브리지,2.8,ADULT_COMPENDIUM_PDF_2024,02024,"Calisthenics (e.g., curl ups, abdominal crunches, plank), light effort",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,반복형 맨몸 코어 운동이며 crunch curl-up plank 계열을 명시한 원천 활동과 수행 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
side_hip_on_parallel_bars,0709,side hip (on parallel bars),평행봉 사이드 힙,3.0,ADULT_COMPENDIUM_PDF_2024,02056,"Body weight resistance exercises (e.g., squat, lunge, push-up, crunch), general",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,반복형 맨몸 저항운동으로 원천의 일반 맨몸 저항운동과 장비와 수행 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
side_hip_abduction,0710,side hip abduction,사이드 힙 어브덕션,3.0,ADULT_COMPENDIUM_PDF_2024,02056,"Body weight resistance exercises (e.g., squat, lunge, push-up, crunch), general",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,반복형 맨몸 저항운동으로 원천의 일반 맨몸 저항운동과 장비와 수행 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
single_leg_platform_slide,0730,single leg platform slide,싱글 레그 발판 슬라이드,3.0,ADULT_COMPENDIUM_PDF_2024,02056,"Body weight resistance exercises (e.g., squat, lunge, push-up, crunch), general",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,반복형 맨몸 저항운동으로 원천의 일반 맨몸 저항운동과 장비와 수행 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
sled_45_degree_leg_wide_press,0740,sled 45в° leg wide press,45도 와이드 레그 프레스,5.0,ADULT_COMPENDIUM_PDF_2024,02052,"Resistance (weight) training, squats, deadlift, slow or explosive effort",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,중량을 사용하는 스쿼트·데드리프트 또는 유사한 하체 저항운동으로 원천의 weight training activity와 동작 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
smith_bench_press,0748,smith bench press,스미스 벤치 프레스,3.5,ADULT_COMPENDIUM_PDF_2024,02054,"Resistance (weight) training, multiple exercises, 8-15 reps at varied resistance",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,중량 장비를 사용하는 반복형 저항운동으로 원천의 varied resistance training activity와 장비와 수행 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
smith_bent_knee_good_morning,0749,smith bent knee good morning,스미스 벤트 니 굿모닝,5.0,ADULT_COMPENDIUM_PDF_2024,02052,"Resistance (weight) training, squats, deadlift, slow or explosive effort",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,중량을 사용하는 스쿼트·데드리프트 또는 유사한 하체 저항운동으로 원천의 weight training activity와 동작 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
smith_close_grip_bench_press,0751,smith close-grip bench press,스미스 클로즈그립 벤치 프레스,3.5,ADULT_COMPENDIUM_PDF_2024,02054,"Resistance (weight) training, multiple exercises, 8-15 reps at varied resistance",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,중량 장비를 사용하는 반복형 저항운동으로 원천의 varied resistance training activity와 장비와 수행 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
smith_leg_press,0760,smith leg press,스미스 레그 프레스,5.0,ADULT_COMPENDIUM_PDF_2024,02052,"Resistance (weight) training, squats, deadlift, slow or explosive effort",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,중량을 사용하는 스쿼트·데드리프트 또는 유사한 하체 저항운동으로 원천의 weight training activity와 동작 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
smith_narrow_row,0761,smith narrow row,스미스 내로우 로우,3.5,ADULT_COMPENDIUM_PDF_2024,02054,"Resistance (weight) training, multiple exercises, 8-15 reps at varied resistance",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,중량 장비를 사용하는 반복형 저항운동으로 원천의 varied resistance training activity와 장비와 수행 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
smith_single_leg_split_squat,0768,smith single leg split squat,스미스 싱글 레그 스플릿 스쿼트,5.0,ADULT_COMPENDIUM_PDF_2024,02052,"Resistance (weight) training, squats, deadlift, slow or explosive effort",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,중량을 사용하는 스쿼트·데드리프트 또는 유사한 하체 저항운동으로 원천의 weight training activity와 동작 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
smith_sprint_lunge,0769,smith sprint lunge,스미스 스프린트 런지,5.0,ADULT_COMPENDIUM_PDF_2024,02052,"Resistance (weight) training, squats, deadlift, slow or explosive effort",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,중량을 사용하는 스쿼트·데드리프트 또는 유사한 하체 저항운동으로 원천의 weight training activity와 동작 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
stationary_bike_walk,0798,stationary bike walk,사이클,6.8,ADULT_COMPENDIUM_HOME_2024,01200,"Bicycling, stationary, general",DIRECT,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,GIF와 운동명이 고정식 자전거 페달링을 직접 나타내며 원천 activity와 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
weighted_svend_press,0856,weighted svend press,스벤드 프레스,3.5,ADULT_COMPENDIUM_PDF_2024,02054,"Resistance (weight) training, multiple exercises, 8-15 reps at varied resistance",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,중량 장비를 사용하는 반복형 저항운동으로 원천의 varied resistance training activity와 장비와 수행 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
band_single_leg_split_squat,1001,band single leg split squat,밴드 싱글 레그 스플릿 스쿼트,5.0,ADULT_COMPENDIUM_PDF_2024,02052,"Resistance (weight) training, squats, deadlift, slow or explosive effort",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,중량을 사용하는 스쿼트·데드리프트 또는 유사한 하체 저항운동으로 원천의 weight training activity와 동작 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
behind_head_chest_stretch,1259,behind head chest stretch,머리 뒤 가슴 스트레칭,2.3,ADULT_COMPENDIUM_PDF_2024,02101,"Stretching, mild",DIRECT,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,정적 또는 저강도 가동성 스트레칭이며 신체 부위와 보조 도구가 달라도 원천의 stretching 활동 유형과 직접 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
isometric_chest_squeeze,1297,isometric chest squeeze,체스트 스퀴즈,3.0,ADULT_COMPENDIUM_PDF_2024,02056,"Body weight resistance exercises (e.g., squat, lunge, push-up, crunch), general",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,반복형 맨몸 저항운동으로 원천의 일반 맨몸 저항운동과 장비와 수행 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
side_lying_floor_stretch,1358,side lying floor stretch,옆으로 누워 스트레칭,2.3,ADULT_COMPENDIUM_PDF_2024,02101,"Stretching, mild",DIRECT,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,정적 또는 저강도 가동성 스트레칭이며 신체 부위와 보조 도구가 달라도 원천의 stretching 활동 유형과 직접 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
sphinx,1362,sphinx,스핑크스 자세,2.3,ADULT_COMPENDIUM_PDF_2024,02101,"Stretching, mild",DIRECT,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,정적 또는 저강도 가동성 스트레칭이며 신체 부위와 보조 도구가 달라도 원천의 stretching 활동 유형과 직접 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
upward_facing_dog,1366,upward facing dog,업독,2.3,ADULT_COMPENDIUM_PDF_2024,02101,"Stretching, mild",DIRECT,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,정적 또는 저강도 가동성 스트레칭이며 신체 부위와 보조 도구가 달라도 원천의 stretching 활동 유형과 직접 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
peroneals_stretch,1388,peroneals stretch,밴드 종아리 스트레칭,2.3,ADULT_COMPENDIUM_PDF_2024,02101,"Stretching, mild",DIRECT,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,정적 또는 저강도 가동성 스트레칭이며 신체 부위와 보조 도구가 달라도 원천의 stretching 활동 유형과 직접 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
posterior_tibialis_stretch,1389,posterior tibialis stretch,밴드 정강이 종아리 스트레칭,2.3,ADULT_COMPENDIUM_PDF_2024,02101,"Stretching, mild",DIRECT,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,정적 또는 저강도 가동성 스트레칭이며 신체 부위와 보조 도구가 달라도 원천의 stretching 활동 유형과 직접 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
standing_calves,1397,standing calves,스탠딩 카프 레이즈,2.3,ADULT_COMPENDIUM_PDF_2024,02101,"Stretching, mild",DIRECT,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,정적 또는 저강도 가동성 스트레칭이며 신체 부위와 보조 도구가 달라도 원천의 stretching 활동 유형과 직접 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
calf_push_stretch_with_hands_against_wall,1407,calf push stretch with hands against wall,벽 짚고 종아리 스트레칭,2.3,ADULT_COMPENDIUM_PDF_2024,02101,"Stretching, mild",DIRECT,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,정적 또는 저강도 가동성 스트레칭이며 신체 부위와 보조 도구가 달라도 원천의 stretching 활동 유형과 직접 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
iron_cross_stretch,1419,iron cross stretch,아이언 크로스 스트레칭,2.3,ADULT_COMPENDIUM_PDF_2024,02101,"Stretching, mild",DIRECT,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,정적 또는 저강도 가동성 스트레칭이며 신체 부위와 보조 도구가 달라도 원천의 stretching 활동 유형과 직접 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
reverse_hyper_on_flat_bench,1423,reverse hyper on flat bench,플랫 벤치 리버스 하이퍼익스텐션,3.0,ADULT_COMPENDIUM_PDF_2024,02056,"Body weight resistance exercises (e.g., squat, lunge, push-up, crunch), general",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,반복형 맨몸 저항운동으로 원천의 일반 맨몸 저항운동과 장비와 수행 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
chest_dip_on_dip_pull_up_cage,1430,chest dip (on dip-pull-up cage),딥-풀업 케이지 체스트 딥,3.0,ADULT_COMPENDIUM_PDF_2024,02056,"Body weight resistance exercises (e.g., squat, lunge, push-up, crunch), general",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,반복형 맨몸 저항운동으로 원천의 일반 맨몸 저항운동과 장비와 수행 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
assisted_standing_pull_up,1432,assisted standing pull-up,어시스트 스탠딩 풀업,3.5,ADULT_COMPENDIUM_PDF_2024,02054,"Resistance (weight) training, multiple exercises, 8-15 reps at varied resistance",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,중량 장비를 사용하는 반복형 저항운동으로 원천의 varied resistance training activity와 장비와 수행 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
walking_lunge,1460,walking lunge,워킹 런지,3.0,ADULT_COMPENDIUM_PDF_2024,02056,"Body weight resistance exercises (e.g., squat, lunge, push-up, crunch), general",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,반복형 맨몸 저항운동으로 원천의 일반 맨몸 저항운동과 장비와 수행 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
one_leg_squat,1476,one leg squat,싱글 레그 스쿼트,3.0,ADULT_COMPENDIUM_PDF_2024,02056,"Body weight resistance exercises (e.g., squat, lunge, push-up, crunch), general",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,반복형 맨몸 저항운동으로 원천의 일반 맨몸 저항운동과 장비와 수행 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
intermediate_hip_flexor_and_quad_stretch,1564,intermediate hip flexor and quad stretch,고관절 햄스트링 스트레칭,2.3,ADULT_COMPENDIUM_PDF_2024,02101,"Stretching, mild",DIRECT,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,정적 또는 저강도 가동성 스트레칭이며 신체 부위와 보조 도구가 달라도 원천의 stretching 활동 유형과 직접 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
posterior_step_to_overhead_reach,1687,posterior step to overhead reach,리버스 오버헤드 리치,3.0,ADULT_COMPENDIUM_PDF_2024,02056,"Body weight resistance exercises (e.g., squat, lunge, push-up, crunch), general",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,반복형 맨몸 저항운동으로 원천의 일반 맨몸 저항운동과 장비와 수행 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
push_and_pull_bodyweight,1689,push and pull bodyweight,맨몸 푸시 앤 풀,2.3,ADULT_COMPENDIUM_PDF_2024,02101,"Stretching, mild",DIRECT,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,정적 또는 저강도 가동성 스트레칭이며 신체 부위와 보조 도구가 달라도 원천의 stretching 활동 유형과 직접 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
dumbbell_push_press,1700,dumbbell push press,덤벨 푸시 프레스,3.5,ADULT_COMPENDIUM_PDF_2024,02054,"Resistance (weight) training, multiple exercises, 8-15 reps at varied resistance",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,중량 장비를 사용하는 반복형 저항운동으로 원천의 varied resistance training activity와 장비와 수행 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
bodyweight_kneeling_triceps_extension,1771,bodyweight kneeling triceps extension,맨몸 니링 삼두 익스텐션,3.0,ADULT_COMPENDIUM_PDF_2024,02056,"Body weight resistance exercises (e.g., squat, lunge, push-up, crunch), general",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,반복형 맨몸 저항운동으로 원천의 일반 맨몸 저항운동과 장비와 수행 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
farmers_walk,2133,farmers walk,파머스 워크,4.5,ADULT_COMPENDIUM_HOME_2024,17018,"Carrying 15 – 155 lb (6.8 – 70.4 kg) load (e.g. suitcase, boxes, furniture), level ground or downstairs, slow pace",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,GIF에서 양손 중량을 들고 평지에서 걷는 형태가 확인되어 원천의 15–155lb 하중 운반 activity와 수행 방식이 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
walk_elliptical_cross_trainer,2141,walk elliptical cross trainer,일립티컬,5.0,ADULT_COMPENDIUM_HOME_2024,02048,"Elliptical trainer, moderate effort",DIRECT,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,GIF와 운동명이 일립티컬 트레이너 수행을 직접 나타내며 원천 activity와 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
foam_roller_hamstring_stretch,2203,foam roller hamstring stretch,폼롤러 햄스트링 스트레칭,2.3,ADULT_COMPENDIUM_PDF_2024,02101,"Stretching, mild",DIRECT,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,정적 또는 저강도 가동성 스트레칭이며 신체 부위와 보조 도구가 달라도 원천의 stretching 활동 유형과 직접 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
foam_roller_thigh_stretch,2204,foam roller thigh stretch,폼롤러 허벅지 스트레칭,2.3,ADULT_COMPENDIUM_PDF_2024,02101,"Stretching, mild",DIRECT,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,정적 또는 저강도 가동성 스트레칭이며 신체 부위와 보조 도구가 달라도 원천의 stretching 활동 유형과 직접 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
foam_roller_outer_thigh_stretch_2205,2205,foam roller outer thigh stretch,폼롤러 옆허벅지 스트레칭,2.3,ADULT_COMPENDIUM_PDF_2024,02101,"Stretching, mild",DIRECT,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,정적 또는 저강도 가동성 스트레칭이며 신체 부위와 보조 도구가 달라도 원천의 stretching 활동 유형과 직접 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
foam_roller_calf_stretch_2206,2206,foam roller calf stretch,폼롤러 종아리 스트레칭,2.3,ADULT_COMPENDIUM_PDF_2024,02101,"Stretching, mild",DIRECT,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,정적 또는 저강도 가동성 스트레칭이며 신체 부위와 보조 도구가 달라도 원천의 stretching 활동 유형과 직접 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
foam_roller_outer_thigh_stretch_2207,2207,foam roller outer thigh stretch,폼롤러 옆허벅지 스트레칭,2.3,ADULT_COMPENDIUM_PDF_2024,02101,"Stretching, mild",DIRECT,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,정적 또는 저강도 가동성 스트레칭이며 신체 부위와 보조 도구가 달라도 원천의 stretching 활동 유형과 직접 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
foam_roller_calf_stretch_2209,2209,foam roller calf stretch,폼롤러 종아리 스트레칭,2.3,ADULT_COMPENDIUM_PDF_2024,02101,"Stretching, mild",DIRECT,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,정적 또는 저강도 가동성 스트레칭이며 신체 부위와 보조 도구가 달라도 원천의 stretching 활동 유형과 직접 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
left_hook_boxing,2271,left hook. boxing,레프트 훅,5.8,ADULT_COMPENDIUM_HOME_2024,15110,"Boxing, punching bag",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,GIF에서 반복적인 복싱 펀치 동작이 확인되어 원천의 punching bag 복싱 activity와 수행 방식이 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
close_grip_push_up_on_knees,2398,close-grip push-up (on knees),클로즈그립 푸시업(무릎 대고),3.0,ADULT_COMPENDIUM_PDF_2024,02056,"Body weight resistance exercises (e.g., squat, lunge, push-up, crunch), general",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,반복형 맨몸 저항운동으로 원천의 일반 맨몸 저항운동과 장비와 수행 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
rocking_frog_stretch,2571,rocking frog stretch,개구리 스트레칭,2.3,ADULT_COMPENDIUM_PDF_2024,02101,"Stretching, mild",DIRECT,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,정적 또는 저강도 가동성 스트레칭이며 신체 부위와 보조 도구가 달라도 원천의 stretching 활동 유형과 직접 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
resistance_band_seated_hip_abduction,3006,resistance band seated hip abduction,저항 밴드 시티드 힙 어브덕션,3.5,ADULT_COMPENDIUM_PDF_2024,02054,"Resistance (weight) training, multiple exercises, 8-15 reps at varied resistance",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,중량 장비를 사용하는 반복형 저항운동으로 원천의 varied resistance training activity와 장비와 수행 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
resistance_band_leg_extension,3007,resistance band leg extension,저항 밴드 레그 익스텐션,3.5,ADULT_COMPENDIUM_PDF_2024,02054,"Resistance (weight) training, multiple exercises, 8-15 reps at varied resistance",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,중량 장비를 사용하는 반복형 저항운동으로 원천의 varied resistance training activity와 장비와 수행 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
incline_scapula_push_up,3011,incline scapula push up,날개뼈 푸시업,3.0,ADULT_COMPENDIUM_PDF_2024,02056,"Body weight resistance exercises (e.g., squat, lunge, push-up, crunch), general",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,반복형 맨몸 저항운동으로 원천의 일반 맨몸 저항운동과 장비와 수행 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
curl_up,3016,curl-up,컬업,2.8,ADULT_COMPENDIUM_PDF_2024,02024,"Calisthenics (e.g., curl ups, abdominal crunches, plank), light effort",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,반복형 맨몸 코어 운동이며 crunch curl-up plank 계열을 명시한 원천 활동과 수행 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
pelvic_tilt,3147,pelvic tilt,골반 기울이기,2.8,ADULT_COMPENDIUM_PDF_2024,02024,"Calisthenics (e.g., curl ups, abdominal crunches, plank), light effort",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,저강도 정적 코어 동작으로 원천의 light calisthenics core activity와 수행 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
lever_lying_two_one_leg_curl,3195,lever lying two-one leg curl,레버 라잉 투-원 레그 컬,3.5,ADULT_COMPENDIUM_PDF_2024,02054,"Resistance (weight) training, multiple exercises, 8-15 reps at varied resistance",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,중량 장비를 사용하는 반복형 저항운동으로 원천의 varied resistance training activity와 장비와 수행 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
quarter_sit_up,3201,quarter sit-up,쿼터 싯업,2.8,ADULT_COMPENDIUM_PDF_2024,02024,"Calisthenics (e.g., curl ups, abdominal crunches, plank), light effort",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,반복형 맨몸 코어 운동이며 crunch curl-up plank 계열을 명시한 원천 활동과 수행 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
astride_jumps_male,3220,astride jumps (male),점핑잭,7.5,ADULT_COMPENDIUM_PDF_2024,02020,"Calisthenics (e.g., pushups, sit ups, pull-ups, jumping jacks, burpees, battling ropes), vigorous effort",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,빠르거나 점프를 포함하는 맨몸 컨디셔닝으로 원천의 vigorous calisthenics와 동적 수행 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
half_knee_bends_male,3221,half knee bends (male),하프 니 벤드,3.0,ADULT_COMPENDIUM_PDF_2024,02056,"Body weight resistance exercises (e.g., squat, lunge, push-up, crunch), general",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,GIF에서 장비 없이 무릎을 굽혔다 펴는 반스쿼트 반복 동작이 확인되어 스쿼트를 예시로 든 원천의 일반 맨몸 저항운동과 수행 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
two_toe_touch_male,3231,two toe touch (male),투 토 터치,2.3,ADULT_COMPENDIUM_PDF_2024,02101,"Stretching, mild",DIRECT,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,정적 또는 저강도 가동성 스트레칭이며 신체 부위와 보조 도구가 달라도 원천의 stretching 활동 유형과 직접 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
