body_focus_code,catalog_version_code,default_rest_seconds,default_seconds_per_rep,default_transition_seconds,default_work_seconds,difficulty_code,difficulty_status,equipment_codes,form_cues_ko,instruction_content_version,instruction_summary_ko,location_codes,name_en,name_ko,primary_body_area_codes,primary_movement_pattern_code,production_eligible,recovery_eligible,representative_exercise_id,review_status_code,secondary_body_area_codes,source_identity,source_track,stable_code,timing_mode_code,training_type_code,canonical_status,canonical_decision_code,canonical_decision_source,canonical_decision_note_ko,v1_exercise_ids,record_type,allowed_experience_level_codes,fitt_template_ids_by_experience,fitt_mapping_exception_code,fitt_mapping_note,mapping_source_exercise_id,review_required
MOBILITY,exercise-catalog-v2.0.2-final,30,,15,30,BEGINNER,APPROVED,['BODYWEIGHT'],"['편안한 시작 자세를 잡고 주변 공간을 확인한다.', '숨을 고르게 쉬며 안내된 방향으로 천천히 움직인다.', '당김이 느껴지는 범위에서 잠시 멈춘다.', '반동 없이 시작 자세로 천천히 돌아온다.']",representative-content-v0.1.0,척추 비틀기 운동은 상부 등·허리 주변을 천천히 움직이며 범위를 확인하는 스트레칭입니다.,"['HOME', 'GYM']",spine twist,척추 비틀기,"['UPPER_BACK', 'LOWER_BACK']",MOBILITY_STRETCH,False,True,REX-000092,DOMAIN_APPROVED,['ABDOMEN'],2329,gymvisual,spine_twist_mobility_stretch_bodyweight,DURATION,MOBILITY,ACTIVE_CANONICAL_RETAINED,RETAINED_CANONICAL,EXISTING_CANONICAL,기존 canonical stable code를 재정렬하지 않고 유지한다.,[],,,,,,,
QUADRICEPS,exercise-catalog-v2.0.2-final,90,4,15,,INTERMEDIATE,APPROVED,['BARBELL'],"['발을 편하게 벌리고 양발에 무게를 나눈다.', '엉덩이를 뒤로 보내며 무릎을 천천히 굽힌다.', '발바닥을 바닥에 두고 편한 범위까지만 내려간다.', '발로 바닥을 밀며 천천히 시작 자세로 돌아온다.']",representative-content-v0.1.0,스쿼트 운동은 다리를 굽혔다 펴며 허벅지 앞쪽을 사용하는 운동입니다.,['GYM'],Barbell Full Squat,스쿼트,"['KNEE', 'HIP']",KNEE_DOMINANT,False,False,REX-000093,DOMAIN_APPROVED,"['LOWER_BACK', 'ANKLE_FOOT']",1801,wger,squat_variant_knee_dominant_barbell,REPS,STRENGTH,ACTIVE_CANONICAL_RETAINED,RETAINED_CANONICAL,EXISTING_CANONICAL,기존 canonical stable code를 재정렬하지 않고 유지한다.,[],,,,,,,
MOBILITY,exercise-catalog-v2.0.2-final,30,,15,30,BEGINNER,APPROVED,['STRETCH_STRAP'],"['편안한 시작 자세를 잡고 주변 공간을 확인한다.', '숨을 고르게 쉬며 안내된 방향으로 천천히 움직인다.', '당김이 느껴지는 범위에서 잠시 멈춘다.', '반동 없이 시작 자세로 천천히 돌아온다.']",representative-content-v0.1.0,스트랩 햄스트링·종아리 스트레칭 운동은 무릎·발목과 발 주변을 천천히 움직이며 범위를 확인하는 스트레칭입니다.,"['HOME', 'GYM']",standing hamstring and calf stretch with strap,스트랩 햄스트링·종아리 스트레칭,"['KNEE', 'ANKLE_FOOT']",MOBILITY_STRETCH,False,True,REX-000094,DOMAIN_APPROVED,['HIP'],1599,gymvisual,standing_hamstring_calf_strap_stretch_mobility_stretch_stretch_strap,DURATION,MOBILITY,ACTIVE_CANONICAL_RETAINED,RETAINED_CANONICAL,EXISTING_CANONICAL,기존 canonical stable code를 재정렬하지 않고 유지한다.,[],,,,,,,
MOBILITY,exercise-catalog-v2.0.2-final,30,,15,30,BEGINNER,APPROVED,['BODYWEIGHT'],"['편안한 시작 자세를 잡고 주변 공간을 확인한다.', '숨을 고르게 쉬며 안내된 방향으로 천천히 움직인다.', '당김이 느껴지는 범위에서 잠시 멈춘다.', '반동 없이 시작 자세로 천천히 돌아온다.']",representative-content-v0.1.0,서서 옆구리 스트레칭 운동은 상부 등 주변을 천천히 움직이며 범위를 확인하는 스트레칭입니다.,"['HOME', 'GYM']",standing lateral stretch,서서 옆구리 스트레칭,['UPPER_BACK'],MOBILITY_STRETCH,False,True,REX-000095,DOMAIN_APPROVED,"['LOWER_BACK', 'ABDOMEN']",0794,gymvisual,standing_lateral_stretch_mobility_stretch_bodyweight,DURATION,MOBILITY,ACTIVE_CANONICAL_RETAINED,RETAINED_CANONICAL,EXISTING_CANONICAL,기존 canonical stable code를 재정렬하지 않고 유지한다.,[],,,,,,,
MOBILITY,exercise-catalog-v2.0.2-final,30,,15,30,BEGINNER,APPROVED,['BODYWEIGHT'],"['편안한 시작 자세를 잡고 주변 공간을 확인한다.', '숨을 고르게 쉬며 안내된 방향으로 천천히 움직인다.', '당김이 느껴지는 범위에서 잠시 멈춘다.', '반동 없이 시작 자세로 천천히 돌아온다.']",representative-content-v0.1.0,삼두근 스트레칭 운동은 팔꿈치 주변을 천천히 움직이며 범위를 확인하는 스트레칭입니다.,"['HOME', 'GYM']",triceps stretch,삼두근 스트레칭,['ELBOW'],MOBILITY_STRETCH,False,True,REX-000096,DOMAIN_APPROVED,"['SHOULDER', 'WRIST_HAND']",0817,gymvisual,triceps_stretch_mobility_stretch_bodyweight,DURATION,MOBILITY,ACTIVE_CANONICAL_RETAINED,RETAINED_CANONICAL,EXISTING_CANONICAL,기존 canonical stable code를 재정렬하지 않고 유지한다.,[],,,,,,,
BACK,exercise-catalog-v2.0.2-final,90,4,15,,BEGINNER,APPROVED,['RESISTANCE_BAND'],"['시작 자세와 기구를 안정적으로 준비한다.', '안내된 부위를 중심으로 천천히 움직인다.', '끝 범위에서 힘을 잠시 유지한다.', '반동 없이 시작 자세로 돌아온다.']",representative-content-v0.1.0,상부 등 밴드 당기기 운동은 다른 부위의 움직임을 줄이고 등을 집중해 사용하는 운동입니다.,['HOME'],의자에 앉아 밴드 양옆으로 늘이기,시티드 밴드 풀어파트,['UPPER_BACK'],ISOLATION,False,False,REX-000097,DOMAIN_APPROVED,"['SHOULDER', 'ELBOW']",ab41f78cd9e548e1217b4460122ca0a1e9824cd570da589f1b37ffe86d6db937,kspo,upper_back_isolation_isolation_resistance_band,REPS,STRENGTH,ACTIVE_CANONICAL_RETAINED,RETAINED_CANONICAL,EXISTING_CANONICAL,기존 canonical stable code를 재정렬하지 않고 유지한다.,[],,,,,,,
MOBILITY,exercise-catalog-v2.0.2-final,30,,15,30,BEGINNER,APPROVED,['BODYWEIGHT'],"['편안한 시작 자세를 잡고 주변 공간을 확인한다.', '숨을 고르게 쉬며 안내된 방향으로 천천히 움직인다.', '당김이 느껴지는 범위에서 잠시 멈춘다.', '반동 없이 시작 자세로 천천히 돌아온다.']",representative-content-v0.1.0,상부 등 스트레칭 운동은 상부 등 주변을 천천히 움직이며 범위를 확인하는 스트레칭입니다.,"['HOME', 'GYM']",upper back stretch,상부 등 스트레칭,['UPPER_BACK'],MOBILITY_STRETCH,False,True,REX-000098,DOMAIN_APPROVED,"['SHOULDER', 'CHEST']",1365,gymvisual,upper_back_stretch_mobility_stretch_bodyweight,DURATION,MOBILITY,ACTIVE_CANONICAL_RETAINED,RETAINED_CANONICAL,EXISTING_CANONICAL,기존 canonical stable code를 재정렬하지 않고 유지한다.,[],,,,,,,
MOBILITY,exercise-catalog-v2.0.2-final,30,,15,30,BEGINNER,APPROVED,['BODYWEIGHT'],"['편안한 시작 자세를 잡고 주변 공간을 확인한다.', '숨을 고르게 쉬며 안내된 방향으로 천천히 움직인다.', '당김이 느껴지는 범위에서 잠시 멈춘다.', '반동 없이 시작 자세로 천천히 돌아온다.']",representative-content-v0.1.0,벽 짚고 종아리 스트레칭 운동은 발목과 발 주변을 천천히 움직이며 범위를 확인하는 스트레칭입니다.,"['HOME', 'GYM']",calf stretch with hands against wall,벽 짚고 종아리 스트레칭,['ANKLE_FOOT'],MOBILITY_STRETCH,False,True,REX-000099,DOMAIN_APPROVED,['KNEE'],1377,gymvisual,wall_calf_stretch_mobility_stretch_bodyweight,DURATION,MOBILITY,ACTIVE_CANONICAL_RETAINED,RETAINED_CANONICAL,EXISTING_CANONICAL,기존 canonical stable code를 재정렬하지 않고 유지한다.,[],,,,,,,
MOBILITY,exercise-catalog-v2.0.2-final,30,,15,30,INTERMEDIATE,APPROVED,['BODYWEIGHT'],"['편안한 시작 자세를 잡고 주변 공간을 확인한다.', '숨을 고르게 쉬며 안내된 방향으로 천천히 움직인다.', '당김이 느껴지는 범위에서 잠시 멈춘다.', '반동 없이 시작 자세로 천천히 돌아온다.']",representative-content-v0.1.0,월드 그레이티스트 스트레칭 운동은 고관절·무릎 주변을 천천히 움직이며 범위를 확인하는 스트레칭입니다.,"['HOME', 'GYM']",world greatest stretch,월드 그레이티스트 스트레칭,"['HIP', 'KNEE']",MOBILITY_STRETCH,False,True,REX-000100,DOMAIN_APPROVED,['ANKLE_FOOT'],1604,gymvisual,world_greatest_stretch_mobility_stretch_bodyweight,DURATION,MOBILITY,ACTIVE_CANONICAL_RETAINED,RETAINED_CANONICAL,EXISTING_CANONICAL,기존 canonical stable code를 재정렬하지 않고 유지한다.,[],,,,,,,
MOBILITY,exercise-catalog-v2.0.2-final,30,,15,30,BEGINNER,APPROVED,['BODYWEIGHT'],"['편안한 시작 자세를 잡고 주변 공간을 확인한다.', '숨을 고르게 쉬며 안내된 방향으로 천천히 움직인다.', '당김이 느껴지는 범위에서 잠시 멈춘다.', '반동 없이 시작 자세로 천천히 돌아온다.']",representative-content-v0.1.0,손목 돌리기 운동은 손목과 손 주변을 천천히 움직이며 범위를 확인하는 스트레칭입니다.,"['HOME', 'GYM']",wrist circles,손목 돌리기,['WRIST_HAND'],MOBILITY_STRETCH,False,True,REX-000101,DOMAIN_APPROVED,['ELBOW'],1428,gymvisual,wrist_circles_mobility_stretch_bodyweight,DURATION,MOBILITY,ACTIVE_CANONICAL_RETAINED,RETAINED_CANONICAL,EXISTING_CANONICAL,기존 canonical stable code를 재정렬하지 않고 유지한다.,[],,,,,,,
FOREARMS,exercise-catalog-v2.0.2-final,90,4,15,,BEGINNER,APPROVED,['BARBELL'],"['시작 자세와 기구를 안정적으로 준비한다.', '안내된 부위를 중심으로 천천히 움직인다.', '끝 범위에서 힘을 잠시 유지한다.', '반동 없이 시작 자세로 돌아온다.']",representative-content-v0.1.0,리스트 컬 운동은 다른 부위의 움직임을 줄이고 팔뚝을 집중해 사용하는 운동입니다.,['GYM'],barbell wrist curl,리스트 컬,['WRIST_HAND'],ISOLATION,False,False,REX-000102,DOMAIN_APPROVED,['ELBOW'],0126,gymvisual,wrist_curl_isolation_barbell,REPS,STRENGTH,ACTIVE_CANONICAL_RETAINED,RETAINED_CANONICAL,EXISTING_CANONICAL,기존 canonical stable code를 재정렬하지 않고 유지한다.,[],,,,,,,
BACK,exercise-catalog-v2.0.2-final,90,4,15,,INTERMEDIATE,REVIEW_REQUIRED,['BARBELL'],"['시작 자세와 기구를 안정적으로 준비한다.', '안내된 부위를 중심으로 천천히 움직인다.', '끝 범위에서 힘을 잠시 유지한다.', '반동 없이 시작 자세로 돌아온다.']",representative-content-v0.1.0,풀오버 운동은 다른 부위의 움직임을 줄이고 등을 집중해 사용하는 운동입니다.,['GYM'],barbell decline bent arm pullover,바벨 디클라인 벤트 암 풀오버,['UPPER_BACK'],ISOLATION,False,False,REX-000103,REVIEW_REQUIRED,"['CHEST', 'ELBOW']",v1:NEX-000002,v1,barbell_decline_bent_arm_pullover_isolation_barbell,REPS,STRENGTH,ACTIVE_CANONICAL_PROMOTED_FROM_LEGACY,SEPARATE_EXERCISE,USER_DIRECT_REVIEW,사람 직접 검수 결과 별도 운동으로 승격했다. 기존 stable code는 재사용하지 않는다.,['NEX-000002'],EXERCISE,['INTERMEDIATE'],{'INTERMEDIATE': 'FITT-ISOLATION-STRENGTH-INTERMEDIATE-V1'},NONE,,NEX-000002,True
CHEST,exercise-catalog-v2.0.2-final,90,4,15,,BEGINNER,REVIEW_REQUIRED,"['STABILITY_BALL', 'CABLE_MACHINE']","['시작 자세와 기구를 안정적으로 준비한다.', '안내된 부위를 중심으로 천천히 움직인다.', '끝 범위에서 힘을 잠시 유지한다.', '반동 없이 시작 자세로 돌아온다.']",representative-content-v0.1.0,케이블 플라이 운동은 다른 부위의 움직임을 줄이고 가슴을 집중해 사용하는 운동입니다.,['GYM'],cable incline fly (on stability ball),케이블 인클라인 플라이(메디신볼),"['CHEST', 'SHOULDER']",ISOLATION,False,False,REX-000104,REVIEW_REQUIRED,['ABDOMEN'],v1:NEX-000016,v1,cable_incline_fly_on_stability_ball_isolation_stability_ball,REPS,STRENGTH,ACTIVE_CANONICAL_PROMOTED_FROM_LEGACY,SEPARATE_EXERCISE,USER_DIRECT_REVIEW,사람 직접 검수 결과 별도 운동으로 승격했다. 기존 stable code는 재사용하지 않는다.,['NEX-000016'],EXERCISE,"['BEGINNER', 'INTERMEDIATE']","{'BEGINNER': 'FITT-ISOLATION-STRENGTH-V1', 'INTERMEDIATE': 'FITT-ISOLATION-STRENGTH-INTERMEDIATE-V1'}",NONE,,NEX-000016,True
BACK,exercise-catalog-v2.0.2-final,90,4,15,,INTERMEDIATE,REVIEW_REQUIRED,['CABLE_MACHINE'],"['시작 자세와 기구를 안정적으로 준비한다.', '안내된 부위를 중심으로 천천히 움직인다.', '끝 범위에서 힘을 잠시 유지한다.', '반동 없이 시작 자세로 돌아온다.']",representative-content-v0.1.0,풀오버 운동은 다른 부위의 움직임을 줄이고 등을 집중해 사용하는 운동입니다.,['GYM'],cable lying extension pullover (with rope attachment),케이블 라잉 익스텐션 풀오버,['UPPER_BACK'],ISOLATION,False,False,REX-000105,REVIEW_REQUIRED,"['CHEST', 'ELBOW']",v1:NEX-000018,v1,cable_lying_extension_pullover_with_rope_attachment_isolation_cable_machine,REPS,STRENGTH,ACTIVE_CANONICAL_PROMOTED_FROM_LEGACY,SEPARATE_EXERCISE,USER_DIRECT_REVIEW,사람 직접 검수 결과 별도 운동으로 승격했다. 기존 stable code는 재사용하지 않는다.,['NEX-000018'],EXERCISE,['INTERMEDIATE'],{'INTERMEDIATE': 'FITT-ISOLATION-STRENGTH-INTERMEDIATE-V1'},NONE,,NEX-000018,True
BACK,exercise-catalog-v2.0.2-final,90,4,15,,BEGINNER,REVIEW_REQUIRED,['CABLE_MACHINE'],"['가슴을 편안히 열고 손잡이나 기구를 잡는다.', '어깨를 끌어올리지 않고 팔꿈치를 뒤로 보낸다.', '손잡이를 몸 가까이 가져온 뒤 잠시 멈춘다.', '팔을 천천히 펴며 처음 위치로 돌아온다.']",representative-content-v0.1.0,시티드 케이블 로우 운동은 팔꿈치를 뒤로 보내며 등을 사용하는 운동입니다.,['GYM'],cable reverse-grip straight back seated high row,케이블 리버스-그립 스트레이트 등 시티드 하이 로우,['UPPER_BACK'],HORIZONTAL_PULL,False,False,REX-000106,REVIEW_REQUIRED,"['SHOULDER', 'ELBOW']",v1:NEX-000022,v1,cable_reverse_grip_straight_back_seated_high_row_isolation_cable_machine,REPS,STRENGTH,ACTIVE_CANONICAL_PROMOTED_FROM_LEGACY,SEPARATE_EXERCISE,USER_DIRECT_REVIEW,사람 직접 검수 결과 별도 운동으로 승격했다. 기존 stable code는 재사용하지 않는다.,['NEX-000022'],EXERCISE,"['BEGINNER', 'INTERMEDIATE']","{'BEGINNER': 'FITT-COMPOUND-PULL-V1', 'INTERMEDIATE': 'FITT-COMPOUND-PULL-INTERMEDIATE-V1'}",NONE,,NEX-000022,True
CORE,exercise-catalog-v2.0.2-final,90,,15,30,INTERMEDIATE,REVIEW_REQUIRED,"['STABILITY_BALL', 'CABLE_MACHINE']","['안내된 시작 자세를 안정적으로 잡는다.', '배 주변에 가볍게 힘을 주고 숨을 쉰다.', '몸통이 흔들리지 않는 범위에서 팔이나 다리를 움직인다.', '천천히 시작 자세로 돌아온다.']",representative-content-v0.1.0,러시안 트위스트 운동은 몸통을 유지하며 몸통 주변에 힘을 쓰는 운동입니다.,['GYM'],cable russian twists (on stability ball),케이블 러시안 트위스트(메디신볼),['ABDOMEN'],CORE_BRACE,False,False,REX-000107,REVIEW_REQUIRED,['LOWER_BACK'],v1:NEX-000023,v1,cable_russian_twists_on_stability_ball_isolation_stability_ball,DURATION,STRENGTH,ACTIVE_CANONICAL_PROMOTED_FROM_LEGACY,SEPARATE_EXERCISE,USER_DIRECT_REVIEW,사람 직접 검수 결과 별도 운동으로 승격했다. 기존 stable code는 재사용하지 않는다.,['NEX-000023'],EXERCISE,['INTERMEDIATE'],{'INTERMEDIATE': 'FITT-CORE-DYNAMIC-INTERMEDIATE-V1'},NONE,,NEX-000023,True
SHOULDERS,exercise-catalog-v2.0.2-final,90,4,15,,BEGINNER,REVIEW_REQUIRED,['DUMBBELL'],"['시작 자세와 기구를 안정적으로 준비한다.', '안내된 부위를 중심으로 천천히 움직인다.', '끝 범위에서 힘을 잠시 유지한다.', '반동 없이 시작 자세로 돌아온다.']",representative-content-v0.1.0,리어 델트 플라이 운동은 다른 부위의 움직임을 줄이고 어깨를 집중해 사용하는 운동입니다.,"['HOME', 'GYM']",dumbbell incline rear lateral raise,덤벨 인클라인 리어 레터럴 레이즈,['SHOULDER'],ISOLATION,False,False,REX-000108,REVIEW_REQUIRED,['UPPER_BACK'],v1:NEX-000037,v1,dumbbell_incline_rear_lateral_raise_isolation_dumbbell,REPS,STRENGTH,ACTIVE_CANONICAL_PROMOTED_FROM_LEGACY,SEPARATE_EXERCISE,USER_DIRECT_REVIEW,사람 직접 검수 결과 별도 운동으로 승격했다. 기존 stable code는 재사용하지 않는다.,['NEX-000037'],EXERCISE,"['BEGINNER', 'INTERMEDIATE']","{'BEGINNER': 'FITT-ISOLATION-STRENGTH-V1', 'INTERMEDIATE': 'FITT-ISOLATION-STRENGTH-INTERMEDIATE-V1'}",NONE,,NEX-000037,True
SHOULDERS,exercise-catalog-v2.0.2-final,90,4,15,,BEGINNER,REVIEW_REQUIRED,['DUMBBELL'],"['시작 자세와 기구를 안정적으로 준비한다.', '안내된 부위를 중심으로 천천히 움직인다.', '끝 범위에서 힘을 잠시 유지한다.', '반동 없이 시작 자세로 돌아온다.']",representative-content-v0.1.0,프론트 레이즈 운동은 다른 부위의 움직임을 줄이고 어깨를 집중해 사용하는 운동입니다.,"['HOME', 'GYM']",dumbbell lateral to front raise,덤벨 레터럴 투 프론트 레이즈,['SHOULDER'],ISOLATION,False,False,REX-000109,REVIEW_REQUIRED,['ELBOW'],v1:NEX-000040,v1,dumbbell_lateral_to_front_raise_isolation_dumbbell,REPS,STRENGTH,ACTIVE_CANONICAL_PROMOTED_FROM_LEGACY,SEPARATE_EXERCISE,USER_DIRECT_REVIEW,사람 직접 검수 결과 별도 운동으로 승격했다. 기존 stable code는 재사용하지 않는다.,['NEX-000040'],EXERCISE,"['BEGINNER', 'INTERMEDIATE']","{'BEGINNER': 'FITT-ISOLATION-STRENGTH-V1', 'INTERMEDIATE': 'FITT-ISOLATION-STRENGTH-INTERMEDIATE-V1'}",NONE,,NEX-000040,True
SHOULDERS,exercise-catalog-v2.0.2-final,90,4,15,,BEGINNER,REVIEW_REQUIRED,['DUMBBELL'],"['시작 자세와 기구를 안정적으로 준비한다.', '안내된 부위를 중심으로 천천히 움직인다.', '끝 범위에서 힘을 잠시 유지한다.', '반동 없이 시작 자세로 돌아온다.']",representative-content-v0.1.0,리어 델트 플라이 운동은 다른 부위의 움직임을 줄이고 어깨를 집중해 사용하는 운동입니다.,"['HOME', 'GYM']",dumbbell lying rear lateral raise,덤벨 라잉 리어 레터럴 레이즈,['SHOULDER'],ISOLATION,False,False,REX-000110,REVIEW_REQUIRED,['UPPER_BACK'],v1:NEX-000042,v1,dumbbell_lying_rear_lateral_raise_isolation_dumbbell,REPS,STRENGTH,ACTIVE_CANONICAL_PROMOTED_FROM_LEGACY,SEPARATE_EXERCISE,USER_DIRECT_REVIEW,사람 직접 검수 결과 별도 운동으로 승격했다. 기존 stable code는 재사용하지 않는다.,['NEX-000042'],EXERCISE,"['BEGINNER', 'INTERMEDIATE']","{'BEGINNER': 'FITT-ISOLATION-STRENGTH-V1', 'INTERMEDIATE': 'FITT-ISOLATION-STRENGTH-INTERMEDIATE-V1'}",NONE,,NEX-000042,True
FOREARMS,exercise-catalog-v2.0.2-final,90,4,15,,BEGINNER,REVIEW_REQUIRED,"['DUMBBELL', 'BENCH']","['시작 자세와 기구를 안정적으로 준비한다.', '안내된 부위를 중심으로 천천히 움직인다.', '끝 범위에서 힘을 잠시 유지한다.', '반동 없이 시작 자세로 돌아온다.']",representative-content-v0.1.0,리버스 리스트 컬 운동은 다른 부위의 움직임을 줄이고 팔뚝을 집중해 사용하는 운동입니다.,['GYM'],dumbbell over bench revers wrist curl,덤벨 오버 벤치 리버스 리스트 컬,['WRIST_HAND'],ISOLATION,False,False,REX-000111,REVIEW_REQUIRED,['ELBOW'],v1:NEX-000045,v1,dumbbell_over_bench_revers_wrist_curl_isolation_dumbbell,REPS,STRENGTH,ACTIVE_CANONICAL_PROMOTED_FROM_LEGACY,SEPARATE_EXERCISE,USER_DIRECT_REVIEW,사람 직접 검수 결과 별도 운동으로 승격했다. 기존 stable code는 재사용하지 않는다.,['NEX-000045'],EXERCISE,"['BEGINNER', 'INTERMEDIATE']","{'BEGINNER': 'FITT-ISOLATION-STRENGTH-V1', 'INTERMEDIATE': 'FITT-ISOLATION-STRENGTH-INTERMEDIATE-V1'}",NONE,,NEX-000045,True
SHOULDERS,exercise-catalog-v2.0.2-final,90,4,15,,BEGINNER,REVIEW_REQUIRED,['DUMBBELL'],"['시작 자세와 기구를 안정적으로 준비한다.', '안내된 부위를 중심으로 천천히 움직인다.', '끝 범위에서 힘을 잠시 유지한다.', '반동 없이 시작 자세로 돌아온다.']",representative-content-v0.1.0,리어 델트 플라이 운동은 다른 부위의 움직임을 줄이고 어깨를 집중해 사용하는 운동입니다.,"['HOME', 'GYM']",dumbbell rear lateral raise (support head),덤벨 레터럴 레이즈,['SHOULDER'],ISOLATION,False,False,REX-000112,REVIEW_REQUIRED,['ELBOW'],v1:NEX-000049,v1,dumbbell_rear_lateral_raise_support_head_isolation_dumbbell,REPS,STRENGTH,ACTIVE_CANONICAL_PROMOTED_FROM_LEGACY,SEPARATE_EXERCISE,USER_DIRECT_REVIEW,사람 직접 검수 결과 별도 운동으로 승격했다. 기존 stable code는 재사용하지 않는다.,['NEX-000049'],EXERCISE,"['BEGINNER', 'INTERMEDIATE']","{'BEGINNER': 'FITT-ISOLATION-STRENGTH-V1', 'INTERMEDIATE': 'FITT-ISOLATION-STRENGTH-INTERMEDIATE-V1'}",NONE,,NEX-000049,True
SHOULDERS,exercise-catalog-v2.0.2-final,90,4,15,,BEGINNER,REVIEW_REQUIRED,['DUMBBELL'],"['시작 자세와 기구를 안정적으로 준비한다.', '안내된 부위를 중심으로 천천히 움직인다.', '끝 범위에서 힘을 잠시 유지한다.', '반동 없이 시작 자세로 돌아온다.']",representative-content-v0.1.0,리어 델트 플라이 운동은 다른 부위의 움직임을 줄이고 어깨를 집중해 사용하는 운동입니다.,"['HOME', 'GYM']",dumbbell rear lateral raise,덤벨 레터럴 레이즈,['SHOULDER'],ISOLATION,False,False,REX-000113,REVIEW_REQUIRED,['ELBOW'],v1:NEX-000050,v1,dumbbell_rear_lateral_raise_isolation_dumbbell,REPS,STRENGTH,ACTIVE_CANONICAL_PROMOTED_FROM_LEGACY,SEPARATE_EXERCISE,USER_DIRECT_REVIEW,사람 직접 검수 결과 별도 운동으로 승격했다. 기존 stable code는 재사용하지 않는다.,['NEX-000050'],EXERCISE,"['BEGINNER', 'INTERMEDIATE']","{'BEGINNER': 'FITT-ISOLATION-STRENGTH-V1', 'INTERMEDIATE': 'FITT-ISOLATION-STRENGTH-INTERMEDIATE-V1'}",NONE,,NEX-000050,True
HAMSTRINGS,exercise-catalog-v2.0.2-final,90,4,15,,BEGINNER,REVIEW_REQUIRED,['BENCH'],"['기구에 앉아 몸과 기구의 위치를 맞춘다.', '다리를 천천히 굽힌다.', '조절할 수 있는 범위에서 잠시 멈춘다.', '천천히 다리를 되돌린다.']",representative-content-v0.1.0,레그 컬 운동은 다리를 굽혔다 펴며 허벅지 뒤쪽을 사용하는 운동입니다.,['GYM'],inverse leg curl (bench support),인버스 레그 컬,['KNEE'],KNEE_FLEXION,False,False,REX-000114,REVIEW_REQUIRED,['HIP'],v1:NEX-000065,v1,inverse_leg_curl_bench_support_isolation_bench,REPS,STRENGTH,ACTIVE_CANONICAL_PROMOTED_FROM_LEGACY,SEPARATE_EXERCISE,USER_DIRECT_REVIEW,사람 직접 검수 결과 별도 운동으로 승격했다. 기존 stable code는 재사용하지 않는다.,['NEX-000065'],EXERCISE,"['BEGINNER', 'INTERMEDIATE']","{'BEGINNER': 'FITT-ISOLATION-STRENGTH-V1', 'INTERMEDIATE': 'FITT-ISOLATION-STRENGTH-INTERMEDIATE-V1'}",NONE,,NEX-000065,True
BACK,exercise-catalog-v2.0.2-final,90,4,15,,INTERMEDIATE,REVIEW_REQUIRED,['STRETCH_STRAP'],"['가슴을 편안히 열고 손잡이나 기구를 잡는다.', '어깨를 끌어올리지 않고 팔꿈치를 뒤로 보낸다.', '손잡이를 몸 가까이 가져온 뒤 잠시 멈춘다.', '팔을 천천히 펴며 처음 위치로 돌아온다.']",representative-content-v0.1.0,인버티드 로우 운동은 팔꿈치를 뒤로 보내며 등을 사용하는 운동입니다.,['GYM'],inverted row with straps,인버티드 로우(스트랩),['UPPER_BACK'],HORIZONTAL_PULL,False,False,REX-000115,REVIEW_REQUIRED,"['ELBOW', 'SHOULDER']",v1:NEX-000066,v1,inverted_row_with_straps_isolation_stretch_strap,REPS,STRENGTH,ACTIVE_CANONICAL_PROMOTED_FROM_LEGACY,SEPARATE_EXERCISE,USER_DIRECT_REVIEW,사람 직접 검수 결과 별도 운동으로 승격했다. 기존 stable code는 재사용하지 않는다.,['NEX-000066'],EXERCISE,['INTERMEDIATE'],{'INTERMEDIATE': 'FITT-COMPOUND-PULL-INTERMEDIATE-V1'},NONE,,NEX-000066,True
GLUTES,exercise-catalog-v2.0.2-final,90,4,15,,INTERMEDIATE,REVIEW_REQUIRED,['KETTLEBELL'],"['발을 편하게 벌리고 양발에 무게를 나눈다.', '엉덩이를 뒤로 보내며 무릎을 천천히 굽힌다.', '발바닥을 바닥에 두고 편한 범위까지만 내려간다.', '발로 바닥을 밀며 천천히 시작 자세로 돌아온다.']",representative-content-v0.1.0,포워드 런지 운동은 다리를 굽혔다 펴며 엉덩이를 사용하는 운동입니다.,['GYM'],kettlebell lunge pass through,케틀벨 런지,"['HIP', 'KNEE']",KNEE_DOMINANT,False,False,REX-000116,REVIEW_REQUIRED,['ANKLE_FOOT'],v1:NEX-000068,v1,kettlebell_lunge_pass_through_isolation_kettlebell,REPS,STRENGTH,ACTIVE_CANONICAL_PROMOTED_FROM_LEGACY,SEPARATE_EXERCISE,USER_DIRECT_REVIEW,사람 직접 검수 결과 별도 운동으로 승격했다. 기존 stable code는 재사용하지 않는다.,['NEX-000068'],EXERCISE,['INTERMEDIATE'],{'INTERMEDIATE': 'FITT-COMPOUND-LUNGE-INTERMEDIATE-V1'},NONE,,NEX-000068,True
