source_exercise_id,source_exercise_name,alternative_exercise_id,alternative_exercise_name,alternative_type,goal_code,goal_match,movement_pattern_match,source_met_value,alternative_met_value,met_difference,difficulty_difference,reason,trigger_condition,direction,confidence,evidence_basis,review_status,production_eligible
NEX-000148,lever pullover,NEX-000113,one arm against wall,CONSTRAINT,ISOLATION_LAT_PULL,true,true,5.0,3.0,-2.0,,장비 또는 장소 제약 시 동일 목표와 movement pattern을 유지하면서 장비 부담이 낮은 운동으로 전환한다.,사용 가능한 장비가 없거나 현재 장소에서 원 장비를 사용할 수 없음,A_TO_B,HIGH,"integrated_catalog(source_pattern=ISOLATION, source_equipment=MACHINE, source_difficulty=REVIEW_REQUIRED; alternative_pattern=ISOLATION, alternative_equipment=BODYWEIGHT, alternative_difficulty=REVIEW_REQUIRED); representative_taxonomy=REX-000006->REX-000046; MET_mapping=APPROVED(5.0->3.0)",APPROVED,false
NEX-000149,dumbbell standing zottman preacher curl,NEX-000052,dumbbell reverse wrist curl,CONSTRAINT,ISOLATION_ELBOW_FLEXION,true,true,3.5,3.5,0.0,,장비 또는 장소 제약 시 동일 목표와 movement pattern을 유지하면서 장비 부담이 낮은 운동으로 전환한다.,사용 가능한 장비가 없거나 현재 장소에서 원 장비를 사용할 수 없음,A_TO_B,HIGH,"integrated_catalog(source_pattern=ISOLATION, source_equipment=DUMBBELL|BENCH, source_difficulty=REVIEW_REQUIRED; alternative_pattern=ISOLATION, alternative_equipment=DUMBBELL, alternative_difficulty=REVIEW_REQUIRED); representative_taxonomy=REX-000027->REX-000055; MET_mapping=APPROVED(3.5->3.5)",APPROVED,false
NEX-000149,dumbbell standing zottman preacher curl,NEX-000059,dumbbell standing biceps curl,CONSTRAINT,ISOLATION_ELBOW_FLEXION,true,true,3.5,3.5,0.0,,장비 또는 장소 제약 시 동일 목표와 movement pattern을 유지하면서 장비 부담이 낮은 운동으로 전환한다.,사용 가능한 장비가 없거나 현재 장소에서 원 장비를 사용할 수 없음,A_TO_B,HIGH,"integrated_catalog(source_pattern=ISOLATION, source_equipment=DUMBBELL|BENCH, source_difficulty=REVIEW_REQUIRED; alternative_pattern=ISOLATION, alternative_equipment=DUMBBELL, alternative_difficulty=BEGINNER); representative_taxonomy=REX-000027->REX-000030; MET_mapping=APPROVED(3.5->3.5)",APPROVED,false
NEX-000150,inverted row on bench,NEX-000184,Dumbbell rear delt row,CONSTRAINT,HORIZONTAL_PULL_STRENGTH,true,true,5.0,5.0,0.0,,장비 또는 장소 제약 시 동일 목표와 movement pattern을 유지하면서 장비 부담이 낮은 운동으로 전환한다.,사용 가능한 장비가 없거나 현재 장소에서 원 장비를 사용할 수 없음,A_TO_B,HIGH,"integrated_catalog(source_pattern=HORIZONTAL_PULL, source_equipment=BODYWEIGHT|BENCH, source_difficulty=REVIEW_REQUIRED; alternative_pattern=HORIZONTAL_PULL, alternative_equipment=DUMBBELL, alternative_difficulty=REVIEW_REQUIRED); representative_taxonomy=REX-000038->REX-000076; MET_mapping=APPROVED(5.0->5.0)",APPROVED,false
NEX-000151,walking on stepmill,NEX-000171,back and forth step,CONSTRAINT,CARDIO_ENDURANCE,true,true,9.3,3.8,-5.5,-1,장비 또는 장소 제약 시 동일 목표와 movement pattern을 유지하면서 장비 부담이 낮은 운동으로 전환한다.,사용 가능한 장비가 없거나 현재 장소에서 원 장비를 사용할 수 없음,A_TO_B,HIGH,"integrated_catalog(source_pattern=GAIT, source_equipment=MACHINE, source_difficulty=INTERMEDIATE; alternative_pattern=GAIT, alternative_equipment=BODYWEIGHT, alternative_difficulty=BEGINNER); representative_taxonomy=REX-000071->REX-000056; MET_mapping=APPROVED(9.3->3.8)",APPROVED,false
NEX-000151,walking on stepmill,NEX-000172,스텝박스 오르내리기,CONSTRAINT,CARDIO_ENDURANCE,true,true,9.3,5.5,-3.8,-1,장비 또는 장소 제약 시 동일 목표와 movement pattern을 유지하면서 장비 부담이 낮은 운동으로 전환한다.,사용 가능한 장비가 없거나 현재 장소에서 원 장비를 사용할 수 없음,A_TO_B,HIGH,"integrated_catalog(source_pattern=GAIT, source_equipment=MACHINE, source_difficulty=INTERMEDIATE; alternative_pattern=GAIT, alternative_equipment=STEP_BOX, alternative_difficulty=BEGINNER); representative_taxonomy=REX-000071->REX-000068; MET_mapping=APPROVED(9.3->5.5)",APPROVED,false
NEX-000151,walking on stepmill,NEX-000170,walking on incline treadmill,INTENSITY,CARDIO_ENDURANCE,true,true,9.3,5.3,-4.0,-1,운동 목적과 movement pattern을 유지하되 난이도와 MET가 낮은 운동으로 조절한다.,초보자·수행 실패 가능성·현재 체력 부족,A_TO_B,MEDIUM,"integrated_catalog(source_pattern=GAIT, source_equipment=MACHINE, source_difficulty=INTERMEDIATE; alternative_pattern=GAIT, alternative_equipment=MACHINE, alternative_difficulty=BEGINNER); representative_taxonomy=REX-000071->REX-000070; MET_mapping=APPROVED(9.3->5.3)",APPROVED,false
NEX-000153,lever seated calf press,NEX-000058,dumbbell single leg calf raise,CONSTRAINT,ISOLATION_CALF_RAISE,true,true,3.5,3.5,0.0,,장비 또는 장소 제약 시 동일 목표와 movement pattern을 유지하면서 장비 부담이 낮은 운동으로 전환한다.,사용 가능한 장비가 없거나 현재 장소에서 원 장비를 사용할 수 없음,A_TO_B,HIGH,"integrated_catalog(source_pattern=ISOLATION, source_equipment=MACHINE, source_difficulty=REVIEW_REQUIRED; alternative_pattern=ISOLATION, alternative_equipment=DUMBBELL, alternative_difficulty=REVIEW_REQUIRED); representative_taxonomy=REX-000080->REX-000016; MET_mapping=APPROVED(3.5->3.5)",APPROVED,false
NEX-000153,lever seated calf press,NEX-000117,band two legs calf raise - (band under both legs),CONSTRAINT,ISOLATION_CALF_RAISE,true,true,3.5,3.5,0.0,,장비 또는 장소 제약 시 동일 목표와 movement pattern을 유지하면서 장비 부담이 낮은 운동으로 전환한다.,사용 가능한 장비가 없거나 현재 장소에서 원 장비를 사용할 수 없음,A_TO_B,HIGH,"integrated_catalog(source_pattern=ISOLATION, source_equipment=MACHINE, source_difficulty=REVIEW_REQUIRED; alternative_pattern=ISOLATION, alternative_equipment=RESISTANCE_BAND, alternative_difficulty=REVIEW_REQUIRED); representative_taxonomy=REX-000080->REX-000016; MET_mapping=APPROVED(3.5->3.5)",APPROVED,false
NEX-000154,split squats,NEX-000159,dumbbell step-up lunge,RECOVERY,KNEE_DOMINANT_STRENGTH,true,true,5.0,3.8,-1.2,,회복 상태가 낮을 때 동일 목표를 유지하면서 MET 부담이 낮은 운동으로 조절한다.,피로도 높음·근육통·수면 부족·이전 고강도 운동 수행,A_TO_B,MEDIUM,"integrated_catalog(source_pattern=KNEE_DOMINANT, source_equipment=BODYWEIGHT, source_difficulty=BEGINNER; alternative_pattern=KNEE_DOMINANT, alternative_equipment=DUMBBELL|STEP_BOX, alternative_difficulty=REVIEW_REQUIRED); representative_taxonomy=REX-000015->REX-000031; MET_mapping=APPROVED(5.0->3.8)",APPROVED,false
NEX-000154,split squats,NEX-000167,dumbbell contralateral forward lunge,RECOVERY,KNEE_DOMINANT_STRENGTH,true,true,5.0,3.8,-1.2,,회복 상태가 낮을 때 동일 목표를 유지하면서 MET 부담이 낮은 운동으로 조절한다.,피로도 높음·근육통·수면 부족·이전 고강도 운동 수행,A_TO_B,MEDIUM,"integrated_catalog(source_pattern=KNEE_DOMINANT, source_equipment=BODYWEIGHT, source_difficulty=BEGINNER; alternative_pattern=KNEE_DOMINANT, alternative_equipment=DUMBBELL, alternative_difficulty=REVIEW_REQUIRED); representative_taxonomy=REX-000015->REX-000010; MET_mapping=APPROVED(5.0->3.8)",APPROVED,false
NEX-000155,weighted russian twist,NEX-000094,reverse crunch,CONSTRAINT,CORE_STABILITY,true,true,5.0,3.0,-2.0,,장비 또는 장소 제약 시 동일 목표와 movement pattern을 유지하면서 장비 부담이 낮은 운동으로 전환한다.,사용 가능한 장비가 없거나 현재 장소에서 원 장비를 사용할 수 없음,A_TO_B,HIGH,"integrated_catalog(source_pattern=CORE_BRACE, source_equipment=HOUSEHOLD_WEIGHT, source_difficulty=REVIEW_REQUIRED; alternative_pattern=CORE_BRACE, alternative_equipment=BODYWEIGHT, alternative_difficulty=BEGINNER); representative_taxonomy=REX-000014->REX-000013; MET_mapping=APPROVED(5.0->3.0)",APPROVED,false
NEX-000155,weighted russian twist,NEX-000112,lower back curl,CONSTRAINT,CORE_STABILITY,true,true,5.0,2.8,-2.2,,장비 또는 장소 제약 시 동일 목표와 movement pattern을 유지하면서 장비 부담이 낮은 운동으로 전환한다.,사용 가능한 장비가 없거나 현재 장소에서 원 장비를 사용할 수 없음,A_TO_B,HIGH,"integrated_catalog(source_pattern=CORE_BRACE, source_equipment=HOUSEHOLD_WEIGHT, source_difficulty=REVIEW_REQUIRED; alternative_pattern=CORE_BRACE, alternative_equipment=BODYWEIGHT, alternative_difficulty=REVIEW_REQUIRED); representative_taxonomy=REX-000014->REX-000043; MET_mapping=APPROVED(5.0->2.8)",APPROVED,false
NEX-000158,jump rope,NEX-000171,back and forth step,SAFETY,CARDIO_ENDURANCE,true,false,11.0,3.8,-7.2,-1,고충격 유산소를 저충격 스테핑으로 전환하여 cardio 목표를 유지하고 충격 부담을 낮춘다.,통증·관절 부담·고충격 동작 회피 필요,A_TO_B,LOW,"integrated_catalog(source_pattern=JUMP_PLYOMETRIC, source_equipment=ROPE, source_difficulty=INTERMEDIATE; alternative_pattern=GAIT, alternative_equipment=BODYWEIGHT, alternative_difficulty=BEGINNER); representative_taxonomy=REX-000060->REX-000056; MET_mapping=APPROVED(11.0->3.8)",APPROVED,false
NEX-000159,dumbbell step-up lunge,NEX-000128,walking lunge,CONSTRAINT,KNEE_DOMINANT_STRENGTH,true,true,3.8,3.8,0.0,,장비 또는 장소 제약 시 동일 목표와 movement pattern을 유지하면서 장비 부담이 낮은 운동으로 전환한다.,사용 가능한 장비가 없거나 현재 장소에서 원 장비를 사용할 수 없음,A_TO_B,HIGH,"integrated_catalog(source_pattern=KNEE_DOMINANT, source_equipment=DUMBBELL|STEP_BOX, source_difficulty=REVIEW_REQUIRED; alternative_pattern=KNEE_DOMINANT, alternative_equipment=BODYWEIGHT, alternative_difficulty=REVIEW_REQUIRED); representative_taxonomy=REX-000031->REX-000010; MET_mapping=APPROVED(3.8->3.8)",APPROVED,false
NEX-000159,dumbbell step-up lunge,NEX-000165,forward lunge,CONSTRAINT,KNEE_DOMINANT_STRENGTH,true,true,3.8,3.8,0.0,,장비 또는 장소 제약 시 동일 목표와 movement pattern을 유지하면서 장비 부담이 낮은 운동으로 전환한다.,사용 가능한 장비가 없거나 현재 장소에서 원 장비를 사용할 수 없음,A_TO_B,HIGH,"integrated_catalog(source_pattern=KNEE_DOMINANT, source_equipment=DUMBBELL|STEP_BOX, source_difficulty=REVIEW_REQUIRED; alternative_pattern=KNEE_DOMINANT, alternative_equipment=BODYWEIGHT, alternative_difficulty=REVIEW_REQUIRED); representative_taxonomy=REX-000031->REX-000010; MET_mapping=APPROVED(3.8->3.8)",APPROVED,false
NEX-000161,ez bar lying bent arms pullover,NEX-000113,one arm against wall,CONSTRAINT,ISOLATION_LAT_PULL,true,true,3.5,3.0,-0.5,,장비 또는 장소 제약 시 동일 목표와 movement pattern을 유지하면서 장비 부담이 낮은 운동으로 전환한다.,사용 가능한 장비가 없거나 현재 장소에서 원 장비를 사용할 수 없음,A_TO_B,HIGH,"integrated_catalog(source_pattern=ISOLATION, source_equipment=EZ_BAR|BENCH, source_difficulty=REVIEW_REQUIRED; alternative_pattern=ISOLATION, alternative_equipment=BODYWEIGHT, alternative_difficulty=REVIEW_REQUIRED); representative_taxonomy=REX-000006->REX-000046; MET_mapping=APPROVED(3.5->3.0)",APPROVED,false
NEX-000164,jack jump,NEX-000171,back and forth step,SAFETY,CARDIO_ENDURANCE,true,false,6.5,3.8,-2.7,0,고충격 유산소를 저충격 스테핑으로 전환하여 cardio 목표를 유지하고 충격 부담을 낮춘다.,통증·관절 부담·고충격 동작 회피 필요,A_TO_B,LOW,"integrated_catalog(source_pattern=JUMP_PLYOMETRIC, source_equipment=BODYWEIGHT, source_difficulty=BEGINNER; alternative_pattern=GAIT, alternative_equipment=BODYWEIGHT, alternative_difficulty=BEGINNER); representative_taxonomy=REX-000059->REX-000056; MET_mapping=APPROVED(6.5->3.8)",APPROVED,false
NEX-000168,high knee against wall,NEX-000170,walking on incline treadmill,RECOVERY,CARDIO_ENDURANCE,true,true,6.5,5.3,-1.2,0,회복 상태가 낮을 때 동일 목표를 유지하면서 MET 부담이 낮은 운동으로 조절한다.,피로도 높음·근육통·수면 부족·이전 고강도 운동 수행,A_TO_B,MEDIUM,"integrated_catalog(source_pattern=GAIT, source_equipment=BODYWEIGHT, source_difficulty=BEGINNER; alternative_pattern=GAIT, alternative_equipment=MACHINE, alternative_difficulty=BEGINNER); representative_taxonomy=REX-000058->REX-000070; MET_mapping=APPROVED(6.5->5.3)",APPROVED,false
NEX-000168,high knee against wall,NEX-000171,back and forth step,RECOVERY,CARDIO_ENDURANCE,true,true,6.5,3.8,-2.7,0,회복 상태가 낮을 때 동일 목표를 유지하면서 MET 부담이 낮은 운동으로 조절한다.,피로도 높음·근육통·수면 부족·이전 고강도 운동 수행,A_TO_B,MEDIUM,"integrated_catalog(source_pattern=GAIT, source_equipment=BODYWEIGHT, source_difficulty=BEGINNER; alternative_pattern=GAIT, alternative_equipment=BODYWEIGHT, alternative_difficulty=BEGINNER); representative_taxonomy=REX-000058->REX-000056; MET_mapping=APPROVED(6.5->3.8)",APPROVED,false
NEX-000169,short stride run,NEX-000170,walking on incline treadmill,RECOVERY,CARDIO_ENDURANCE,true,true,7.5,5.3,-2.2,0,회복 상태가 낮을 때 동일 목표를 유지하면서 MET 부담이 낮은 운동으로 조절한다.,피로도 높음·근육통·수면 부족·이전 고강도 운동 수행,A_TO_B,MEDIUM,"integrated_catalog(source_pattern=GAIT, source_equipment=BODYWEIGHT, source_difficulty=BEGINNER; alternative_pattern=GAIT, alternative_equipment=MACHINE, alternative_difficulty=BEGINNER); representative_taxonomy=REX-000065->REX-000070; MET_mapping=APPROVED(7.5->5.3)",APPROVED,false
NEX-000169,short stride run,NEX-000171,back and forth step,RECOVERY,CARDIO_ENDURANCE,true,true,7.5,3.8,-3.7,0,회복 상태가 낮을 때 동일 목표를 유지하면서 MET 부담이 낮은 운동으로 조절한다.,피로도 높음·근육통·수면 부족·이전 고강도 운동 수행,A_TO_B,MEDIUM,"integrated_catalog(source_pattern=GAIT, source_equipment=BODYWEIGHT, source_difficulty=BEGINNER; alternative_pattern=GAIT, alternative_equipment=BODYWEIGHT, alternative_difficulty=BEGINNER); representative_taxonomy=REX-000065->REX-000056; MET_mapping=APPROVED(7.5->3.8)",APPROVED,false
NEX-000170,walking on incline treadmill,NEX-000171,back and forth step,CONSTRAINT,CARDIO_ENDURANCE,true,true,5.3,3.8,-1.5,0,장비 또는 장소 제약 시 동일 목표와 movement pattern을 유지하면서 장비 부담이 낮은 운동으로 전환한다.,사용 가능한 장비가 없거나 현재 장소에서 원 장비를 사용할 수 없음,A_TO_B,HIGH,"integrated_catalog(source_pattern=GAIT, source_equipment=MACHINE, source_difficulty=BEGINNER; alternative_pattern=GAIT, alternative_equipment=BODYWEIGHT, alternative_difficulty=BEGINNER); representative_taxonomy=REX-000070->REX-000056; MET_mapping=APPROVED(5.3->3.8)",APPROVED,false
NEX-000172,스텝박스 오르내리기,NEX-000171,back and forth step,CONSTRAINT,CARDIO_ENDURANCE,true,true,5.5,3.8,-1.7,0,장비 또는 장소 제약 시 동일 목표와 movement pattern을 유지하면서 장비 부담이 낮은 운동으로 전환한다.,사용 가능한 장비가 없거나 현재 장소에서 원 장비를 사용할 수 없음,A_TO_B,HIGH,"integrated_catalog(source_pattern=GAIT, source_equipment=STEP_BOX, source_difficulty=BEGINNER; alternative_pattern=GAIT, alternative_equipment=BODYWEIGHT, alternative_difficulty=BEGINNER); representative_taxonomy=REX-000068->REX-000056; MET_mapping=APPROVED(5.5->3.8)",APPROVED,false
NEX-000176,밴드 잡고 누워서 다리 밀기,NEX-000128,walking lunge,CONSTRAINT,KNEE_DOMINANT_STRENGTH,true,true,5.0,3.8,-1.2,,장비 또는 장소 제약 시 동일 목표와 movement pattern을 유지하면서 장비 부담이 낮은 운동으로 전환한다.,사용 가능한 장비가 없거나 현재 장소에서 원 장비를 사용할 수 없음,A_TO_B,HIGH,"integrated_catalog(source_pattern=KNEE_DOMINANT, source_equipment=RESISTANCE_BAND, source_difficulty=BEGINNER; alternative_pattern=KNEE_DOMINANT, alternative_equipment=BODYWEIGHT, alternative_difficulty=REVIEW_REQUIRED); representative_taxonomy=REX-000069->REX-000010; MET_mapping=APPROVED(5.0->3.8)",APPROVED,false
NEX-000176,밴드 잡고 누워서 다리 밀기,NEX-000165,forward lunge,CONSTRAINT,KNEE_DOMINANT_STRENGTH,true,true,5.0,3.8,-1.2,,장비 또는 장소 제약 시 동일 목표와 movement pattern을 유지하면서 장비 부담이 낮은 운동으로 전환한다.,사용 가능한 장비가 없거나 현재 장소에서 원 장비를 사용할 수 없음,A_TO_B,HIGH,"integrated_catalog(source_pattern=KNEE_DOMINANT, source_equipment=RESISTANCE_BAND, source_difficulty=BEGINNER; alternative_pattern=KNEE_DOMINANT, alternative_equipment=BODYWEIGHT, alternative_difficulty=REVIEW_REQUIRED); representative_taxonomy=REX-000069->REX-000010; MET_mapping=APPROVED(5.0->3.8)",APPROVED,false
NEX-000176,밴드 잡고 누워서 다리 밀기,NEX-000159,dumbbell step-up lunge,RECOVERY,KNEE_DOMINANT_STRENGTH,true,true,5.0,3.8,-1.2,,회복 상태가 낮을 때 동일 목표를 유지하면서 MET 부담이 낮은 운동으로 조절한다.,피로도 높음·근육통·수면 부족·이전 고강도 운동 수행,A_TO_B,MEDIUM,"integrated_catalog(source_pattern=KNEE_DOMINANT, source_equipment=RESISTANCE_BAND, source_difficulty=BEGINNER; alternative_pattern=KNEE_DOMINANT, alternative_equipment=DUMBBELL|STEP_BOX, alternative_difficulty=REVIEW_REQUIRED); representative_taxonomy=REX-000069->REX-000031; MET_mapping=APPROVED(5.0->3.8)",APPROVED,false
NEX-000176,밴드 잡고 누워서 다리 밀기,NEX-000167,dumbbell contralateral forward lunge,RECOVERY,KNEE_DOMINANT_STRENGTH,true,true,5.0,3.8,-1.2,,회복 상태가 낮을 때 동일 목표를 유지하면서 MET 부담이 낮은 운동으로 조절한다.,피로도 높음·근육통·수면 부족·이전 고강도 운동 수행,A_TO_B,MEDIUM,"integrated_catalog(source_pattern=KNEE_DOMINANT, source_equipment=RESISTANCE_BAND, source_difficulty=BEGINNER; alternative_pattern=KNEE_DOMINANT, alternative_equipment=DUMBBELL, alternative_difficulty=REVIEW_REQUIRED); representative_taxonomy=REX-000069->REX-000010; MET_mapping=APPROVED(5.0->3.8)",APPROVED,false
NEX-000177,누워서 배가로근 수축1,NEX-000094,reverse crunch,RECOVERY,CORE_STABILITY,true,true,5.0,3.0,-2.0,0,회복 상태가 낮을 때 동일 목표를 유지하면서 MET 부담이 낮은 운동으로 조절한다.,피로도 높음·근육통·수면 부족·이전 고강도 운동 수행,A_TO_B,MEDIUM,"integrated_catalog(source_pattern=CORE_BRACE, source_equipment=MAT, source_difficulty=BEGINNER; alternative_pattern=CORE_BRACE, alternative_equipment=BODYWEIGHT, alternative_difficulty=BEGINNER); representative_taxonomy=REX-000001->REX-000013; MET_mapping=APPROVED(5.0->3.0)",APPROVED,false
NEX-000177,누워서 배가로근 수축1,NEX-000112,lower back curl,RECOVERY,CORE_STABILITY,true,true,5.0,2.8,-2.2,,회복 상태가 낮을 때 동일 목표를 유지하면서 MET 부담이 낮은 운동으로 조절한다.,피로도 높음·근육통·수면 부족·이전 고강도 운동 수행,A_TO_B,MEDIUM,"integrated_catalog(source_pattern=CORE_BRACE, source_equipment=MAT, source_difficulty=BEGINNER; alternative_pattern=CORE_BRACE, alternative_equipment=BODYWEIGHT, alternative_difficulty=REVIEW_REQUIRED); representative_taxonomy=REX-000001->REX-000043; MET_mapping=APPROVED(5.0->2.8)",APPROVED,false
NEX-000179,네발기기 자세에서 팔 다리 들기,NEX-000094,reverse crunch,RECOVERY,CORE_STABILITY,true,true,5.0,3.0,-2.0,0,회복 상태가 낮을 때 동일 목표를 유지하면서 MET 부담이 낮은 운동으로 조절한다.,피로도 높음·근육통·수면 부족·이전 고강도 운동 수행,A_TO_B,MEDIUM,"integrated_catalog(source_pattern=CORE_BRACE, source_equipment=MAT, source_difficulty=BEGINNER; alternative_pattern=CORE_BRACE, alternative_equipment=BODYWEIGHT, alternative_difficulty=BEGINNER); representative_taxonomy=REX-000090->REX-000013; MET_mapping=APPROVED(5.0->3.0)",APPROVED,false
NEX-000179,네발기기 자세에서 팔 다리 들기,NEX-000112,lower back curl,RECOVERY,CORE_STABILITY,true,true,5.0,2.8,-2.2,,회복 상태가 낮을 때 동일 목표를 유지하면서 MET 부담이 낮은 운동으로 조절한다.,피로도 높음·근육통·수면 부족·이전 고강도 운동 수행,A_TO_B,MEDIUM,"integrated_catalog(source_pattern=CORE_BRACE, source_equipment=MAT, source_difficulty=BEGINNER; alternative_pattern=CORE_BRACE, alternative_equipment=BODYWEIGHT, alternative_difficulty=REVIEW_REQUIRED); representative_taxonomy=REX-000090->REX-000043; MET_mapping=APPROVED(5.0->2.8)",APPROVED,false
NEX-000182,Seated Bench Press,NEX-000028,close-grip push-up,CONSTRAINT,HORIZONTAL_PUSH_STRENGTH,true,true,5.0,5.0,0.0,,장비 또는 장소 제약 시 동일 목표와 movement pattern을 유지하면서 장비 부담이 낮은 운동으로 전환한다.,사용 가능한 장비가 없거나 현재 장소에서 원 장비를 사용할 수 없음,A_TO_B,HIGH,"integrated_catalog(source_pattern=HORIZONTAL_PUSH, source_equipment=BENCH, source_difficulty=REVIEW_REQUIRED; alternative_pattern=HORIZONTAL_PUSH, alternative_equipment=BODYWEIGHT, alternative_difficulty=REVIEW_REQUIRED); representative_taxonomy=REX-000049->REX-000022; MET_mapping=APPROVED(5.0->5.0)",APPROVED,false
NEX-000182,Seated Bench Press,NEX-000074,push-up,CONSTRAINT,HORIZONTAL_PUSH_STRENGTH,true,true,5.0,5.0,0.0,,장비 또는 장소 제약 시 동일 목표와 movement pattern을 유지하면서 장비 부담이 낮은 운동으로 전환한다.,사용 가능한 장비가 없거나 현재 장소에서 원 장비를 사용할 수 없음,A_TO_B,HIGH,"integrated_catalog(source_pattern=HORIZONTAL_PUSH, source_equipment=BENCH, source_difficulty=REVIEW_REQUIRED; alternative_pattern=HORIZONTAL_PUSH, alternative_equipment=BODYWEIGHT, alternative_difficulty=BEGINNER); representative_taxonomy=REX-000049->REX-000052; MET_mapping=APPROVED(5.0->5.0)",APPROVED,false
NEX-000183,Seated Cable Row,NEX-000150,inverted row on bench,CONSTRAINT,HORIZONTAL_PULL_STRENGTH,true,true,5.0,5.0,0.0,,장비 또는 장소 제약 시 동일 목표와 movement pattern을 유지하면서 장비 부담이 낮은 운동으로 전환한다.,사용 가능한 장비가 없거나 현재 장소에서 원 장비를 사용할 수 없음,A_TO_B,HIGH,"integrated_catalog(source_pattern=HORIZONTAL_PULL, source_equipment=CABLE_MACHINE, source_difficulty=REVIEW_REQUIRED; alternative_pattern=HORIZONTAL_PULL, alternative_equipment=BODYWEIGHT|BENCH, alternative_difficulty=REVIEW_REQUIRED); representative_taxonomy=REX-000076->REX-000038; MET_mapping=APPROVED(5.0->5.0)",APPROVED,false
NEX-000183,Seated Cable Row,NEX-000199,Inverted Lat Pull Down,CONSTRAINT,HORIZONTAL_PULL_STRENGTH,true,true,5.0,5.0,0.0,,장비 또는 장소 제약 시 동일 목표와 movement pattern을 유지하면서 장비 부담이 낮은 운동으로 전환한다.,사용 가능한 장비가 없거나 현재 장소에서 원 장비를 사용할 수 없음,A_TO_B,HIGH,"integrated_catalog(source_pattern=HORIZONTAL_PULL, source_equipment=CABLE_MACHINE, source_difficulty=REVIEW_REQUIRED; alternative_pattern=HORIZONTAL_PULL, alternative_equipment=PULL_UP_BAR, alternative_difficulty=REVIEW_REQUIRED); representative_taxonomy=REX-000076->REX-000038; MET_mapping=APPROVED(5.0->5.0)",APPROVED,false
NEX-000184,Dumbbell rear delt row,NEX-000067,inverted row,CONSTRAINT,HORIZONTAL_PULL_STRENGTH,true,true,5.0,5.0,0.0,,장비 또는 장소 제약 시 동일 목표와 movement pattern을 유지하면서 장비 부담이 낮은 운동으로 전환한다.,사용 가능한 장비가 없거나 현재 장소에서 원 장비를 사용할 수 없음,A_TO_B,HIGH,"integrated_catalog(source_pattern=HORIZONTAL_PULL, source_equipment=DUMBBELL, source_difficulty=REVIEW_REQUIRED; alternative_pattern=HORIZONTAL_PULL, alternative_equipment=BODYWEIGHT, alternative_difficulty=REVIEW_REQUIRED); representative_taxonomy=REX-000076->REX-000038; MET_mapping=APPROVED(5.0->5.0)",APPROVED,false
NEX-000185,Incline Chest-Supported Dumbbell Row,NEX-000067,inverted row,CONSTRAINT,HORIZONTAL_PULL_STRENGTH,true,true,5.0,5.0,0.0,,장비 또는 장소 제약 시 동일 목표와 movement pattern을 유지하면서 장비 부담이 낮은 운동으로 전환한다.,사용 가능한 장비가 없거나 현재 장소에서 원 장비를 사용할 수 없음,A_TO_B,HIGH,"integrated_catalog(source_pattern=HORIZONTAL_PULL, source_equipment=DUMBBELL|BENCH, source_difficulty=REVIEW_REQUIRED; alternative_pattern=HORIZONTAL_PULL, alternative_equipment=BODYWEIGHT, alternative_difficulty=REVIEW_REQUIRED); representative_taxonomy=REX-000076->REX-000038; MET_mapping=APPROVED(5.0->5.0)",APPROVED,false
NEX-000186,Dumbbell Deadlift,NEX-000104,band stiff leg deadlift,CONSTRAINT,POSTERIOR_CHAIN_STRENGTH,true,true,5.0,5.0,0.0,,장비 또는 장소 제약 시 동일 목표와 movement pattern을 유지하면서 장비 부담이 낮은 운동으로 전환한다.,사용 가능한 장비가 없거나 현재 장소에서 원 장비를 사용할 수 없음,A_TO_B,HIGH,"integrated_catalog(source_pattern=HIP_DOMINANT, source_equipment=DUMBBELL, source_difficulty=REVIEW_REQUIRED; alternative_pattern=HIP_DOMINANT, alternative_equipment=RESISTANCE_BAND, alternative_difficulty=REVIEW_REQUIRED); representative_taxonomy=REX-000004->REX-000007; MET_mapping=APPROVED(5.0->5.0)",APPROVED,false
NEX-000186,Dumbbell Deadlift,NEX-000107,band straight back stiff leg deadlift,CONSTRAINT,POSTERIOR_CHAIN_STRENGTH,true,true,5.0,5.0,0.0,,장비 또는 장소 제약 시 동일 목표와 movement pattern을 유지하면서 장비 부담이 낮은 운동으로 전환한다.,사용 가능한 장비가 없거나 현재 장소에서 원 장비를 사용할 수 없음,A_TO_B,HIGH,"integrated_catalog(source_pattern=HIP_DOMINANT, source_equipment=DUMBBELL, source_difficulty=REVIEW_REQUIRED; alternative_pattern=HIP_DOMINANT, alternative_equipment=RESISTANCE_BAND, alternative_difficulty=REVIEW_REQUIRED); representative_taxonomy=REX-000004->REX-000007; MET_mapping=APPROVED(5.0->5.0)",APPROVED,false
