body_focus_code,default_rest_seconds,default_seconds_per_rep,default_transition_seconds,default_work_seconds,difficulty_code,equipment_codes,family_code,form_cues_ko,form_cues_review_status,form_cues_source,general_pool_included,instruction_content_version,instruction_summary_ko,location_codes,name_en,name_ko,primary_body_area_codes,primary_movement_pattern_code,record_type,recovery_eligible,representative_stable_code,review_status_code,secondary_body_area_codes,safety_relevant_body_area_codes,source_identity,source_track,stable_code,timing_mode_code,training_type_code,met_value,met_source_code,met_source_activity_code,met_mapping_method_code,met_review_status_code,met_policy_version
QUADRICEPS,90,4,15,,INTERMEDIATE,MACHINE,SPLIT_SQUAT,무릎이 발끝과 같은 방향을 향하게 하고 안쪽으로 무너지지 않게 합니다|발바닥 전체로 바닥을 밀어 몸을 일으킵니다,APPROVED,data/scripts/normalize_v2_0_6_form_cues.py,True,user-natural-language-ko-v2.0.6,1. 스미스 머신 앞에 발을 어깨 너비만큼 벌려진 위치에 서 있습니다 2. 한쪽 발을 벤치나 스텝 위에 뒤로 올리되 발가락이 앞을 향합니다 3. 아래에서 잠깐 멈추고 앞다리의 뒤꿈치로 밀어 시작 자세로 돌아옵니다 4. 반대쪽도 같은 순서로 수행합니다,GYM,smith single leg split squat,스미스 싱글 레그 스플릿 스쿼트,glutes,GAIT,REPRESENTATIVE,,,DOMAIN_APPROVED,hamstrings,LOWER_BACK|HIP|KNEE|ANKLE_FOOT,0768,gymvisual,smith_single_leg_split_squat,REPS,STRENGTH,5.0,ADULT_COMPENDIUM_PDF_2024,02052,SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0
GLUTES,90,4,15,,INTERMEDIATE,MACHINE,LUNGE,무릎이 발끝과 같은 방향을 향하게 하고 안쪽으로 무너지지 않게 합니다|발바닥 전체로 바닥을 밀어 몸을 일으킵니다,APPROVED,data/scripts/normalize_v2_0_6_form_cues.py,True,user-natural-language-ko-v2.0.6,1. 머신을 마주 보지 않고 발을 어깨 너비만큼 벌려진 위치에 서 있습니다 2. 오른쪽 발을 뒤로 물러 바 위에 올리고 발 윗부분을 바에 올립니다 3. 왼쪽 뒤꿈치로 밀어 시작 자세로 돌아옵니다 4. 반대쪽도 같은 순서로 수행합니다,GYM,smith sprint lunge,스미스 스프린트 런지,quadriceps,KNEE_DOMINANT,REPRESENTATIVE,,,DOMAIN_APPROVED,hamstrings|calves,LOWER_BACK|HIP|KNEE|ANKLE_FOOT,0769,gymvisual,smith_sprint_lunge,REPS,STRENGTH,5.0,ADULT_COMPENDIUM_PDF_2024,02052,SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0
CARDIO,60,,15,60,BEGINNER,MACHINE,STATIONARY_BIKE_WALK,어깨에 힘을 빼고 손잡이를 과하게 잡지 않습니다|페달을 밟을 때 무릎이 안쪽으로 모이지 않게 합니다,APPROVED,data/videos/0798-a8VDgLw.gif,True,gif-reviewed-natural-language-ko-v2.0.6,1. 사이클 안장에 앉아 손잡이를 잡고 양발을 페달에 올립니다 2. 발을 번갈아 밀어 페달을 돌리며 일정한 리듬을 유지합니다,GYM,stationary bike walk,사이클,quadriceps,CYCLING,REPRESENTATIVE,,,DOMAIN_APPROVED,hamstrings|calves,UPPER_BACK|LOWER_BACK|HIP|KNEE|ANKLE_FOOT|ABDOMEN,0798,gymvisual,stationary_bike_walk,DURATION,CARDIO,6.8,ADULT_COMPENDIUM_HOME_2024,01200,DIRECT,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0
CHEST,60,4,15,,BEGINNER,HOUSEHOLD_WEIGHT,WEIGHTED_SVEND_PRESS,원판을 놓치지 않도록 양손으로 안정적으로 누릅니다|팔을 뻗을 때 허리를 뒤로 젖히지 않습니다,APPROVED,data/videos/0856-I1OBLnn.gif,True,gif-reviewed-natural-language-ko-v2.0.6,1. 양손으로 원판을 가슴 앞에서 눌러 잡고 섭니다 2. 원판을 앞으로 밀어 팔을 뻗었다가 가슴 앞까지 천천히 당겨옵니다,GYM,weighted svend press,스벤드 프레스,shoulders,HORIZONTAL_PUSH,REPRESENTATIVE,,,DOMAIN_APPROVED,triceps,SHOULDER|ELBOW|WRIST_HAND|CHEST,0856,gymvisual,weighted_svend_press,REPS,STRENGTH,3.5,ADULT_COMPENDIUM_PDF_2024,02054,SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0
QUADRICEPS,90,4,15,,INTERMEDIATE,RESISTANCE_BAND,SPLIT_SQUAT,무릎이 발끝과 같은 방향을 향하게 하고 안쪽으로 무너지지 않게 합니다|발바닥 전체로 바닥을 밀어 몸을 일으킵니다,APPROVED,data/scripts/normalize_v2_0_6_form_cues.py,True,user-natural-language-ko-v2.0.6,1. 엉덩이 너비로 발을 벌리고 서서 저항 밴드를 발목 주위에 감습니다 2. 무릎을 구부려 몸을 내리면서 오른쪽 넓적다리가 지면과 평행하게 되고 왼쪽 무릎은 약간 지면 위에 있도록 합니다 3. 오른쪽 발꿈치를 통해 밀어 시작 자세로 돌아옵니다 4. 반대쪽도 같은 순서로 수행합니다,GYM|HOME,band single leg split squat,밴드 싱글 레그 스플릿 스쿼트,glutes,KNEE_DOMINANT,VARIANT,,smith_single_leg_split_squat,DOMAIN_APPROVED,hamstrings,LOWER_BACK|HIP|KNEE|ANKLE_FOOT,1001,gymvisual,band_single_leg_split_squat,REPS,STRENGTH,5.0,ADULT_COMPENDIUM_PDF_2024,02052,SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0
CHEST,60,4,15,,BEGINNER,BODYWEIGHT,BEHIND_HEAD_CHEST_STRETCH,당김이 느껴지는 편안한 범위까지만 움직입니다|반동으로 늘리지 말고 숨을 편안히 쉬며 자세를 유지합니다,APPROVED,data/scripts/normalize_v2_0_6_form_cues.py,True,user-natural-language-ko-v2.0.6,1. 어깨 너비로 발을 벌리고 똑바로 섭니다 2. 천천히 견갑골을 함께 조이고 가슴을 앞으로 밀어 냅니다,GYM|HOME,behind head chest stretch,머리 뒤 가슴 스트레칭,shoulders,ISOLATION,REPRESENTATIVE,,,DOMAIN_APPROVED,triceps,SHOULDER|ELBOW|WRIST_HAND|UPPER_BACK|CHEST,1259,gymvisual,behind_head_chest_stretch,REPS,STRENGTH,2.3,ADULT_COMPENDIUM_PDF_2024,02101,DIRECT,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0
CHEST,60,4,15,,BEGINNER,BODYWEIGHT,ISOMETRIC_CHEST_SQUEEZE,어깨를 귀 쪽으로 올리지 않습니다|허리를 젖혀 손을 앞으로 밀지 않습니다,APPROVED,data/videos/1297-HbSG1Pw.gif,True,gif-reviewed-natural-language-ko-v2.0.6,1. 서서 양손을 가슴 앞에서 마주 댑니다 2. 양손을 서로 밀어 가슴 앞에 힘을 준 뒤 힘을 풀어 시작 자세로 돌아옵니다,GYM|HOME,isometric chest squeeze,체스트 스퀴즈,triceps,HORIZONTAL_PUSH,REPRESENTATIVE,,,DOMAIN_APPROVED,shoulders,SHOULDER|ELBOW|WRIST_HAND|KNEE|CHEST,1297,gymvisual,isometric_chest_squeeze,REPS,STRENGTH,3.0,ADULT_COMPENDIUM_PDF_2024,02056,SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0
MOBILITY,30,,15,30,BEGINNER,BODYWEIGHT,SIDE_LYING_FLOOR_STRETCH,목이 꺾이지 않도록 머리를 편안히 지지합니다|관절 가동범위를 억지로 늘리지 않습니다,APPROVED,data/videos/1358-jDOKRM5.gif,True,gif-reviewed-natural-language-ko-v2.0.6,1. 옆으로 누워 아래쪽 팔을 앞으로 뻗고 다리를 포갭니다 2. 위쪽 팔과 다리를 천천히 움직여 몸 옆쪽을 늘린 뒤 시작 자세로 돌아옵니다,GYM|HOME,side lying floor stretch,옆으로 누워 스트레칭,obliques,MOBILITY_STRETCH,REPRESENTATIVE,,,DOMAIN_APPROVED,glutes,SHOULDER|UPPER_BACK|HIP|KNEE|ABDOMEN,1358,gymvisual,side_lying_floor_stretch,DURATION,MOBILITY,2.3,ADULT_COMPENDIUM_PDF_2024,02101,DIRECT,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0
MOBILITY,30,,15,30,BEGINNER,BODYWEIGHT,SPHINX,당김이 느껴지는 편안한 범위까지만 움직입니다|반동으로 늘리지 말고 숨을 편안히 쉬며 자세를 유지합니다,APPROVED,data/scripts/normalize_v2_0_6_form_cues.py,True,user-natural-language-ko-v2.0.6,1. 바닥에 엎드려서 팔뚝을 바닥에 평평하게 놓고 팔꿈치가 어깨 바로 아래에 오도록 합니다 2. 가슴을 천천히 바닥으로 내립니다,GYM|HOME,sphinx,스핑크스 자세,glutes,MOBILITY_STRETCH,REPRESENTATIVE,,,DOMAIN_APPROVED,hamstrings,NECK|SHOULDER|ELBOW|UPPER_BACK|HIP|KNEE|ANKLE_FOOT|CHEST|ABDOMEN,1362,gymvisual,sphinx,DURATION,MOBILITY,2.3,ADULT_COMPENDIUM_PDF_2024,02101,DIRECT,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0
MOBILITY,30,,15,30,BEGINNER,BODYWEIGHT,UPWARD_FACING_DOG,어깨가 귀 쪽으로 올라가지 않게 합니다|허리를 과도하게 꺾지 않고 편안한 범위에서 들어 올립니다,APPROVED,data/videos/1366-01qpYSe.gif,True,gif-reviewed-natural-language-ko-v2.0.6,1. 엎드린 자세에서 손을 가슴 옆 바닥에 둡니다 2. 손으로 바닥을 밀어 가슴을 들어 올리고 다리를 길게 뻗은 뒤 천천히 내려옵니다,GYM|HOME,upward facing dog,업독,shoulders,MOBILITY_STRETCH,REPRESENTATIVE,,,DOMAIN_APPROVED,chest,SHOULDER|WRIST_HAND|UPPER_BACK|CHEST,1366,gymvisual,upward_facing_dog,DURATION,MOBILITY,2.3,ADULT_COMPENDIUM_PDF_2024,02101,DIRECT,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0
MOBILITY,30,,15,30,BEGINNER,RESISTANCE_BAND,PERONEALS_STRETCH,밴드를 갑자기 세게 당기지 않습니다|무릎을 과하게 잠그지 않고 발목을 천천히 움직입니다,APPROVED,data/videos/1388-XhfS1DZ.gif,True,gif-reviewed-natural-language-ko-v2.0.6,1. 바닥에 앉아 한쪽 다리를 앞으로 뻗고 발에 밴드를 겁니다 2. 밴드를 손으로 당겨 발목을 몸 쪽으로 움직였다가 천천히 풀며 반대쪽도 수행합니다,GYM|HOME,peroneals stretch,밴드 종아리 스트레칭,ankles,MOBILITY_STRETCH,REPRESENTATIVE,,,DOMAIN_APPROVED,feet,WRIST_HAND|ANKLE_FOOT,1388,gymvisual,peroneals_stretch,DURATION,MOBILITY,2.3,ADULT_COMPENDIUM_PDF_2024,02101,DIRECT,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0
MOBILITY,30,,15,30,BEGINNER,RESISTANCE_BAND,POSTERIOR_TIBIALIS_STRETCH,발목을 비틀거나 급하게 꺾지 않습니다|밴드가 발에서 미끄러지지 않게 잡습니다,APPROVED,data/videos/1389-DEEqoI2.gif,True,gif-reviewed-natural-language-ko-v2.0.6,1. 바닥에 앉아 한쪽 다리를 뻗고 발에 밴드를 겁니다 2. 밴드를 잡은 채 발목을 천천히 움직여 정강이와 종아리 쪽을 늘린 뒤 반대쪽도 수행합니다,GYM|HOME,posterior tibialis stretch,밴드 정강이 종아리 스트레칭,hamstrings,MOBILITY_STRETCH,REPRESENTATIVE,,,DOMAIN_APPROVED,quadriceps,WRIST_HAND|ANKLE_FOOT,1389,gymvisual,posterior_tibialis_stretch,DURATION,MOBILITY,2.3,ADULT_COMPENDIUM_PDF_2024,02101,DIRECT,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0
MOBILITY,30,,15,30,BEGINNER,BODYWEIGHT,STANDING_CALVES,당김이 느껴지는 편안한 범위까지만 움직입니다|반동으로 늘리지 말고 숨을 편안히 쉬며 자세를 유지합니다,APPROVED,data/scripts/normalize_v2_0_6_form_cues.py,True,user-natural-language-ko-v2.0.6,1. 발을 어깨너비로 벌리고 발가락이 앞을 향하도록 서 있습니다 2. 뒤꿈치를 땅에서 떼고 최대한 높이 올려 발가락 위로 서 있습니다 3. 자세를 잠깐 유지한 후 뒤꿈치를 천천히 시작 자세로 내립니다,GYM|HOME,standing calves,스탠딩 카프 레이즈,hamstrings,MOBILITY_STRETCH,REPRESENTATIVE,,,DOMAIN_APPROVED,glutes,HIP|KNEE|ANKLE_FOOT,1397,gymvisual,standing_calves,DURATION,MOBILITY,2.3,ADULT_COMPENDIUM_PDF_2024,02101,DIRECT,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0
MOBILITY,30,,15,30,BEGINNER,BODYWEIGHT,CALF_PUSH_STRETCH_WITH_HANDS_AGAINST_WALL,뒤꿈치가 바닥에서 들리지 않게 합니다|허리를 꺾거나 반동으로 밀지 않습니다,APPROVED,data/videos/1407-PzNxakt.gif,True,gif-reviewed-natural-language-ko-v2.0.6,1. 벽을 양손으로 짚고 한쪽 발을 뒤로 보냅니다 2. 뒤쪽 다리의 뒤꿈치를 바닥 쪽으로 누른 뒤 천천히 힘을 풀며 반대쪽도 수행합니다,GYM|HOME,calf push stretch with hands against wall,벽 짚고 종아리 스트레칭,hamstrings,MOBILITY_STRETCH,REPRESENTATIVE,,,DOMAIN_APPROVED,,SHOULDER|HIP|KNEE|ANKLE_FOOT,1407,gymvisual,calf_push_stretch_with_hands_against_wall,DURATION,MOBILITY,2.3,ADULT_COMPENDIUM_PDF_2024,02101,DIRECT,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0
MOBILITY,30,,15,30,BEGINNER,BODYWEIGHT,IRON_CROSS_STRETCH,당김이 느껴지는 편안한 범위까지만 움직입니다|반동으로 늘리지 말고 숨을 편안히 쉬며 자세를 유지합니다,APPROVED,data/scripts/normalize_v2_0_6_form_cues.py,True,user-natural-language-ko-v2.0.6,1. 등을 바닥에 대고 누워 팔을 양쪽으로 뻗습니다 2. 다리를 천장을 향해 들어올리며 다리를 곧게 펼칩니다 3. 자세를 잠시 유지한 뒤 다리를 시작 자세로 돌아옵니다,GYM|HOME,iron cross stretch,아이언 크로스 스트레칭,hamstrings,MOBILITY_STRETCH,REPRESENTATIVE,,,DOMAIN_APPROVED,quadriceps,UPPER_BACK|HIP|KNEE,1419,gymvisual,iron_cross_stretch,DURATION,MOBILITY,2.3,ADULT_COMPENDIUM_PDF_2024,02101,DIRECT,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0
GLUTES,90,4,15,,INTERMEDIATE,BODYWEIGHT,REVERSE_HYPER_ON_FLAT_BENCH,목과 허리를 과하게 꺾지 말고 편안한 자세를 유지합니다|반동을 쓰지 말고 천천히 움직입니다,APPROVED,data/scripts/normalize_v2_0_6_form_cues.py,True,user-natural-language-ko-v2.0.6,1. 골반이 벤치 끝에 있고 다리가 벤치 아래로 매달린 상태로 평평한 벤치 위에 엎드립니다 2. 다리를 곧게 펴진 상태로 유지하면서 다리를 천장 쪽으로 최대한 높이 들어올립니다 3. 천천히 다리를 시작 자세로 낮춥니다,GYM,reverse hyper on flat bench,플랫 벤치 리버스 하이퍼익스텐션,hamstrings,ISOLATION,REPRESENTATIVE,,,DOMAIN_APPROVED,lower back,WRIST_HAND|UPPER_BACK|HIP|KNEE,1423,gymvisual,reverse_hyper_on_flat_bench,REPS,STRENGTH,3.0,ADULT_COMPENDIUM_PDF_2024,02056,SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0
CHEST,90,4,15,,INTERMEDIATE,BODYWEIGHT,DIP,팔꿈치와 손목을 과하게 꺾지 않게 합니다|몸통을 흔들어 반동을 만들지 말고 천천히 밀고 돌아옵니다,APPROVED,data/scripts/normalize_v2_0_6_form_cues.py,True,user-natural-language-ko-v2.0.6,1. 바 사이에 서서 각 바에 손을 올리되 어깨 너비보다 약간 넓게 놓습니다 2. 위로 뛰어올라서 팔을 곧게 펴서 바 위에서 몸의 무게를 지탱합니다 3. 팔꿈치를 구부리면서 몸을 내려놓되 가슴을 들어올리고 어깨를 내린 상태를 유지합니다,GYM,chest dip (on dip-pull-up cage),딥-풀업 케이지 체스트 딥,triceps,VERTICAL_PULL,VARIANT,,assisted_triceps_dip_kneeling,DOMAIN_APPROVED,shoulders,SHOULDER|ELBOW|WRIST_HAND|UPPER_BACK|KNEE|ANKLE_FOOT|CHEST,1430,gymvisual,chest_dip_on_dip_pull_up_cage,REPS,STRENGTH,3.0,ADULT_COMPENDIUM_PDF_2024,02056,SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0
BACK,60,4,15,,BEGINNER,MACHINE,PULL_UP,발판에 오르내릴 때 기구가 흔들리지 않게 합니다|몸을 흔들어 반동을 만들지 않습니다,APPROVED,data/videos/1432-f4xtKBj.gif,True,gif-reviewed-natural-language-ko-v2.0.6,1. 보조 풀업 머신의 발판에 서서 바를 잡습니다 2. 팔꿈치를 아래로 당겨 몸을 들어 올렸다가 천천히 팔을 펴 시작 자세로 돌아옵니다,GYM,assisted standing pull-up,어시스트 스탠딩 풀업,biceps,VERTICAL_PULL,VARIANT,,assisted_pull_up,DOMAIN_APPROVED,forearms,ELBOW|WRIST_HAND|UPPER_BACK|ABDOMEN,1432,gymvisual,assisted_standing_pull_up,REPS,STRENGTH,3.5,ADULT_COMPENDIUM_PDF_2024,02054,SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0
GLUTES,60,4,15,,BEGINNER,BODYWEIGHT,LUNGE,무릎이 발끝과 같은 방향을 향하게 하고 안쪽으로 무너지지 않게 합니다|발바닥 전체로 바닥을 밀어 몸을 일으킵니다,APPROVED,data/scripts/normalize_v2_0_6_form_cues.py,True,user-natural-language-ko-v2.0.6,1. 발을 어깨 너비로 벌리고 섭니다 2. 오른쪽 다리를 앞으로 내딛고 런지 자세로 내려갑니다 3. 오른쪽 발을 밀어내고 왼쪽 발을 앞으로 내딛어 왼쪽 다리로 런지 자세를 잡습니다 4. 반대쪽도 같은 순서로 수행합니다,GYM|HOME,walking lunge,워킹 런지,quadriceps,GAIT,VARIANT,,smith_sprint_lunge,DOMAIN_APPROVED,hamstrings|calves,LOWER_BACK|HIP|KNEE|ANKLE_FOOT|ABDOMEN,1460,gymvisual,walking_lunge,REPS,STRENGTH,3.0,ADULT_COMPENDIUM_PDF_2024,02056,SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0
GLUTES,90,4,15,,INTERMEDIATE,BODYWEIGHT,ONE_LEG_SQUAT,무릎이 발끝과 같은 방향을 향하게 하고 안쪽으로 무너지지 않게 합니다|발바닥 전체로 바닥을 밀어 몸을 일으킵니다,APPROVED,data/scripts/normalize_v2_0_6_form_cues.py,True,user-natural-language-ko-v2.0.6,1. 발을 어깨 너비로 벌리고 서 있습니다 2. 서 있는 다리를 구부려 마치 의자에 앉듯이 몸을 내립니다 3. 발뒤꿈치로 밀어 시작 자세로 돌아옵니다,GYM|HOME,one leg squat,싱글 레그 스쿼트,quadriceps,KNEE_DOMINANT,REPRESENTATIVE,,,DOMAIN_APPROVED,hamstrings|calves,UPPER_BACK|LOWER_BACK|HIP|KNEE|ANKLE_FOOT|CHEST,1476,gymvisual,one_leg_squat,REPS,STRENGTH,3.0,ADULT_COMPENDIUM_PDF_2024,02056,SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0
MOBILITY,30,,15,30,BEGINNER,ROPE,INTERMEDIATE_HIP_FLEXOR_AND_QUAD_STRETCH,골반이 들리거나 허리가 과하게 뜨지 않게 합니다|다리를 억지로 끝까지 끌어당기지 않습니다,APPROVED,data/videos/1564-tFGKm99.gif,True,gif-reviewed-natural-language-ko-v2.0.6,1. 바닥에 누워 한쪽 다리를 길게 뻗고 반대쪽 다리를 들어 올립니다 2. 다리를 편안한 범위에서 몸 쪽으로 당겼다가 천천히 내려 반대쪽도 수행합니다,GYM,intermediate hip flexor and quad stretch,고관절 햄스트링 스트레칭,hamstrings,MOBILITY_STRETCH,REPRESENTATIVE,,,DOMAIN_APPROVED,glutes,WRIST_HAND|HIP|KNEE,1564,gymvisual,intermediate_hip_flexor_and_quad_stretch,DURATION,MOBILITY,2.3,ADULT_COMPENDIUM_PDF_2024,02101,DIRECT,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0
CORE,60,4,15,,BEGINNER,BODYWEIGHT,POSTERIOR_STEP_TO_OVERHEAD_REACH,앞무릎이 발끝 안쪽으로 무너지지 않게 합니다|팔을 올릴 때 허리를 과하게 젖히지 않습니다,APPROVED,data/videos/1687-ErqK3UL.gif,True,gif-reviewed-natural-language-ko-v2.0.6,1. 서서 한쪽 발을 뒤로 내디디며 팔을 머리 위로 뻗습니다 2. 뒤쪽 무릎을 굽혔다가 앞발로 바닥을 밀어 서 있는 자세로 돌아오며 반대쪽도 수행합니다,GYM|HOME,posterior step to overhead reach,리버스 오버헤드 리치,glutes,VERTICAL_PUSH,REPRESENTATIVE,,,DOMAIN_APPROVED,hamstrings|quadriceps|shoulders,SHOULDER|LOWER_BACK|HIP|KNEE|ANKLE_FOOT|ABDOMEN,1687,gymvisual,posterior_step_to_overhead_reach,REPS,STRENGTH,3.0,ADULT_COMPENDIUM_PDF_2024,02056,SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0
MOBILITY,30,,15,30,BEGINNER,BODYWEIGHT,PUSH_AND_PULL_BODYWEIGHT,당김이 느껴지는 편안한 범위까지만 움직입니다|반동으로 늘리지 말고 숨을 편안히 쉬며 자세를 유지합니다,APPROVED,data/scripts/normalize_v2_0_6_form_cues.py,True,user-natural-language-ko-v2.0.6,1. 손이 어깨 너비보다 약간 넓고 머리에서 발끝까지 일직선인 푸시업 자세에서 시작합니다 2. 푸시업 자세에서 팔꿈치를 구부려 가슴을 땅 쪽으로 당기면서 몸을 펴진 상태로 유지합니다 3. 손바닥을 밀어 팔을 펴고 처음 자세로 돌아옵니다 4. 어려우면 무릎을 바닥에 대고 수행하거나 내려갈 때만 천천히 버틴 뒤 무릎을 대고 올라옵니다,GYM|HOME,push and pull bodyweight,맨몸 푸시 앤 풀,triceps,MOBILITY_STRETCH,REPRESENTATIVE,,,DOMAIN_APPROVED,deltoids,SHOULDER|ELBOW|WRIST_HAND|CHEST|ABDOMEN,1689,gymvisual,push_and_pull_bodyweight,DURATION,MOBILITY,2.3,ADULT_COMPENDIUM_PDF_2024,02101,DIRECT,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0
SHOULDERS,90,4,15,,INTERMEDIATE,DUMBBELL,DUMBBELL_PUSH_PRESS,허리를 과하게 젖히지 말고 배 주변에 가볍게 힘을 줍니다|팔을 던지듯 움직이지 말고 천천히 올리고 내립니다,APPROVED,data/scripts/normalize_v2_0_6_form_cues.py,True,user-natural-language-ko-v2.0.6,1. 발을 어깨 넓이로 벌리고 양손에 덤벨을 잡아 어깨 높이에 올립니다 2. 무릎을 약간 구부리고 몸을 살짝 내린 후 발을 폭발적으로 펼치면서 덤벨을 머리 위로 밉니다 3. 가장 높은 지점에서 팔을 완전히 펼친 후 덤벨을 어깨 높이로 다시 내립니다,GYM|HOME,dumbbell push press,덤벨 푸시 프레스,triceps,ISOLATION,REPRESENTATIVE,,,DOMAIN_APPROVED,core,SHOULDER|ELBOW|KNEE|ABDOMEN,1700,gymvisual,dumbbell_push_press,REPS,STRENGTH,3.5,ADULT_COMPENDIUM_PDF_2024,02054,SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0
TRICEPS,90,4,15,,INTERMEDIATE,BODYWEIGHT,TRICEPS_EXTENSION,목과 허리를 과하게 꺾지 말고 편안한 자세를 유지합니다|반동을 쓰지 말고 천천히 움직입니다,APPROVED,data/scripts/normalize_v2_0_6_form_cues.py,True,user-natural-language-ko-v2.0.6,1. 무릎을 골반 너비로 벌려 바닥에 무릎을 꿇습니다 2. 팔꿈치를 구부리고 상체를 바닥 쪽으로 낮춥니다 팔꿈치는 몸에 붙여둡니다 3. 잠시 멈춘 후 손으로 밀어 팔을 펴면서 시작 자세로 돌아옵니다,GYM|HOME,bodyweight kneeling triceps extension,맨몸 니링 삼두 익스텐션,shoulders,ISOLATION,REPRESENTATIVE,,,DOMAIN_APPROVED,chest,SHOULDER|ELBOW|WRIST_HAND|HIP|KNEE|ANKLE_FOOT|CHEST,1771,gymvisual,bodyweight_kneeling_triceps_extension,REPS,STRENGTH,3.0,ADULT_COMPENDIUM_PDF_2024,02056,SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0
QUADRICEPS,60,,15,30,BEGINNER,DUMBBELL,FARMERS_WALK,운동 전에 시트나 패드 위치와 무게를 몸에 맞게 조절합니다|반동을 쓰지 말고 무게를 천천히 움직입니다,APPROVED,data/scripts/normalize_v2_0_6_form_cues.py,True,user-natural-language-ko-v2.0.6,1. 각 손에 덤벨을 잡고 선 자세에서 손가락이 옆을 향하도록 합니다 2. 작고 조절된 걸음으로 앞으로 나아가면서 바른 자세를 유지합니다 3. 걷기를 멈추고 덤벨을 조심스럽게 옆에 내려놓습니다,GYM|HOME,farmers walk,파머스 워크,calves,GAIT,REPRESENTATIVE,,,DOMAIN_APPROVED,forearms|core,SHOULDER|WRIST_HAND|UPPER_BACK|LOWER_BACK|HIP|KNEE|ANKLE_FOOT,2133,gymvisual,farmers_walk,DURATION,STRENGTH,4.5,ADULT_COMPENDIUM_HOME_2024,17018,SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0
CARDIO,60,,15,60,BEGINNER,MACHINE,WALK_ELLIPTICAL_CROSS_TRAINER,발판에서 발이 들리지 않도록 합니다|상체를 과하게 숙이지 않고 손잡이에 매달리지 않습니다,APPROVED,data/videos/2141-rjtuP6X.gif,True,gif-reviewed-natural-language-ko-v2.0.6,1. 일립티컬의 발판에 올라가 손잡이를 잡습니다 2. 팔과 다리를 함께 앞뒤로 움직이며 발판을 번갈아 밟습니다,GYM,walk elliptical cross trainer,일립티컬,quadriceps,ELLIPTICAL,REPRESENTATIVE,,,DOMAIN_APPROVED,hamstrings|glutes|calves,HIP|KNEE|ANKLE_FOOT|ABDOMEN,2141,gymvisual,walk_elliptical_cross_trainer,DURATION,CARDIO,5.0,ADULT_COMPENDIUM_HOME_2024,02048,DIRECT,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0
